epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,2915.56,0.4664,0.70423,0.40844,0.87187,0.82133,0.7378,0.82448,0.67844,0.85123,0.64853,0.77112,0.55883,0.53823,0.98193,1.38355,0.9521,0.00855018,0.00855018,0.00855018
127,2937.95,0.4722,0.70886,0.4075,0.87665,0.85895,0.78399,0.87337,0.72364,0.8187,0.73406,0.82014,0.59197,0.51256,0.93565,1.17944,0.94528,0.00852812,0.00852812,0.00852812
128,2959.71,0.46509,0.72014,0.42335,0.86978,0.87631,0.75614,0.85336,0.71916,0.81882,0.70307,0.78635,0.58271,0.52496,0.9131,1.25072,0.94671,0.00850592,0.00850592,0.00850592
129,2982.87,0.46934,0.71795,0.40249,0.8759,0.84647,0.77733,0.84999,0.71632,0.82171,0.73959,0.80563,0.59333,0.53629,0.93014,1.27171,0.96092,0.00848358,0.00848358,0.00848358
130,3004.88,0.4612,0.70616,0.39208,0.87484,0.83345,0.77927,0.84318,0.70085,0.8936,0.70876,0.82497,0.58444,0.53483,0.99373,1.32263,0.95823,0.00846111,0.00846111,0.00846111
131,3027.92,0.46971,0.72462,0.40385,0.87411,0.89279,0.73394,0.83332,0.70192,0.87499,0.70564,0.80819,0.58434,0.54079,0.92241,1.41584,0.96858,0.00843851,0.00843851,0.00843851
132,3051.3,0.46804,0.71579,0.40135,0.87269,0.8491,0.7071,0.83509,0.69148,0.8358,0.68777,0.80738,0.58129,0.55715,0.90374,1.38402,0.9677,0.00841577,0.00841577,0.00841577
133,3074.34,0.46453,0.72243,0.39699,0.87272,0.88924,0.7214,0.81069,0.68718,0.87288,0.68121,0.77216,0.5621,0.52812,0.93089,1.44367,0.95385,0.0083929,0.0083929,0.0083929
134,3097.64,0.46404,0.69965,0.39605,0.86932,0.88365,0.71184,0.83024,0.69377,0.84618,0.67453,0.78852,0.5707,0.53547,0.94634,1.38167,0.9569,0.00836989,0.00836989,0.00836989
135,3120.53,0.4651,0.70808,0.39304,0.8754,0.81023,0.73398,0.83307,0.69881,0.78574,0.71945,0.80273,0.57622,0.51024,0.94175,1.33164,0.93485,0.00834676,0.00834676,0.00834676
136,3142.98,0.45979,0.71449,0.3872,0.87058,0.77592,0.76283,0.81371,0.68635,0.7715,0.68061,0.74942,0.5593,0.51108,0.99615,1.35011,0.93955,0.00832349,0.00832349,0.00832349
137,3165.95,0.45831,0.71293,0.38673,0.86811,0.85257,0.74448,0.83799,0.70099,0.82567,0.68506,0.77947,0.58518,0.51466,0.99662,1.39624,0.9544,0.0083001,0.0083001,0.0083001
138,3188.68,0.46204,0.70964,0.39293,0.87397,0.89595,0.69364,0.80916,0.66989,0.85574,0.65339,0.76405,0.56309,0.5152,0.95865,1.40728,0.94543,0.00827658,0.00827658,0.00827658
139,3211.71,0.46098,0.70216,0.38854,0.87049,0.84121,0.71554,0.80092,0.66358,0.84277,0.65472,0.74402,0.54691,0.53372,0.97726,1.36696,0.96119,0.00825293,0.00825293,0.00825293
140,3233.89,0.45346,0.6961,0.38372,0.86538,0.88583,0.69538,0.80363,0.67604,0.8593,0.65923,0.7626,0.57068,0.52612,0.94709,1.39768,0.95413,0.00822915,0.00822915,0.00822915
141,3255.31,0.45675,0.6987,0.39056,0.87079,0.82812,0.74397,0.80582,0.66701,0.82754,0.66683,0.74869,0.54886,0.55639,1.01378,1.37509,0.98831,0.00820525,0.00820525,0.00820525
142,3277.24,0.45234,0.68859,0.3847,0.87031,0.80281,0.76412,0.82578,0.68272,0.84032,0.67329,0.78049,0.56687,0.58906,1.04033,1.31461,1.01055,0.00818122,0.00818122,0.00818122
143,3299.83,0.45452,0.69331,0.38803,0.86649,0.88634,0.72448,0.8131,0.66702,0.82674,0.65801,0.73128,0.54732,0.54597,0.98954,1.38017,0.97527,0.00815707,0.00815707,0.00815707
144,3322.1,0.46066,0.69631,0.38898,0.86876,0.88685,0.68421,0.80934,0.6749,0.85912,0.66452,0.76804,0.55696,0.54867,1.03886,1.51316,0.98205,0.0081328,0.0081328,0.0081328
145,3344.55,0.45561,0.70137,0.38058,0.86623,0.87561,0.72233,0.82158,0.67949,0.86324,0.69847,0.79882,0.58675,0.56359,1.03648,1.31728,0.98729,0.00810841,0.00810841,0.00810841
146,3367.04,0.45811,0.69358,0.38892,0.86922,0.8401,0.73163,0.81722,0.6861,0.83091,0.70368,0.78612,0.5757,0.53056,0.99003,1.26044,0.96522,0.00808389,0.00808389,0.00808389
147,3389.68,0.45834,0.69493,0.38412,0.87438,0.84632,0.73322,0.81983,0.68171,0.83112,0.69253,0.78462,0.57794,0.53218,1.00698,1.32472,0.9665,0.00805925,0.00805925,0.00805925
148,3410.19,0.45387,0.69103,0.37999,0.86953,0.8656,0.71458,0.81314,0.67001,0.8598,0.67236,0.77477,0.56839,0.52708,1.00469,1.33313,0.95732,0.0080345,0.0080345,0.0080345
149,3430.86,0.45537,0.70445,0.39337,0.86789,0.87482,0.69993,0.8167,0.68243,0.82983,0.63468,0.74109,0.56403,0.52561,0.99997,1.3437,0.96209,0.00800963,0.00800963,0.00800963
150,3452.4,0.4575,0.69277,0.38433,0.87061,0.79355,0.72798,0.79136,0.65791,0.72812,0.67135,0.71253,0.53996,0.53491,1.02255,1.3261,0.96211,0.00798464,0.00798464,0.00798464
151,3474.28,0.44946,0.6935,0.37865,0.86703,0.88696,0.74955,0.82881,0.69987,0.83609,0.68921,0.76718,0.5618,0.51919,0.95049,1.35357,0.95538,0.00795954,0.00795954,0.00795954
152,3497.31,0.45492,0.69714,0.38723,0.87661,0.8389,0.77568,0.82022,0.69392,0.81502,0.74283,0.77728,0.56831,0.5125,0.9387,1.34381,0.94141,0.00793432,0.00793432,0.00793432
153,3521.5,0.45063,0.68157,0.37841,0.86559,0.8598,0.72966,0.8399,0.72578,0.84991,0.69905,0.80198,0.59621,0.48251,0.88525,1.36317,0.92413,0.00790898,0.00790898,0.00790898
154,3544.73,0.45195,0.68442,0.37545,0.86761,0.79953,0.7217,0.82626,0.70059,0.76223,0.67591,0.76498,0.5711,0.48585,0.93522,1.36668,0.92694,0.00788354,0.00788354,0.00788354
155,3567.98,0.44907,0.69483,0.379,0.86911,0.80834,0.70907,0.81203,0.68139,0.73285,0.68223,0.74528,0.56792,0.50402,0.98367,1.41046,0.93931,0.00785798,0.00785798,0.00785798
156,3593.41,0.44785,0.69201,0.37127,0.86428,0.86921,0.73376,0.82376,0.69138,0.85108,0.7046,0.78647,0.58529,0.52772,0.98914,1.3923,0.95402,0.00783231,0.00783231,0.00783231
157,3618.86,0.44588,0.68072,0.37247,0.86814,0.85969,0.74122,0.83264,0.69722,0.81888,0.68716,0.75471,0.56901,0.52496,0.98687,1.29857,0.95455,0.00780653,0.00780653,0.00780653
158,3644.82,0.44397,0.67529,0.37326,0.86472,0.83748,0.75222,0.83127,0.69866,0.80844,0.68889,0.76327,0.57062,0.53868,1.03902,1.33024,0.97893,0.00778065,0.00778065,0.00778065
159,3669.87,0.44794,0.68339,0.37762,0.86393,0.87893,0.74345,0.84436,0.71712,0.86458,0.72303,0.81457,0.58541,0.52005,0.93891,1.3274,0.95808,0.00775465,0.00775465,0.00775465
160,3695.11,0.44868,0.69036,0.37292,0.8673,0.85268,0.75742,0.84391,0.70405,0.83227,0.72872,0.81402,0.597,0.52258,0.91859,1.28116,0.96259,0.00772855,0.00772855,0.00772855
161,3720.66,0.4513,0.68637,0.37863,0.86765,0.81376,0.73079,0.81849,0.68687,0.84066,0.65243,0.76523,0.56761,0.53604,0.96747,1.31038,0.97288,0.00770234,0.00770234,0.00770234
162,3746,0.44822,0.67737,0.37463,0.86994,0.8554,0.73255,0.83841,0.69727,0.81516,0.68474,0.7848,0.5778,0.52146,0.93453,1.28992,0.96189,0.00767603,0.00767603,0.00767603
163,3771.24,0.44306,0.67653,0.36433,0.86454,0.86706,0.74756,0.83811,0.70479,0.81743,0.69005,0.76976,0.5721,0.50943,0.95145,1.24674,0.94738,0.00764961,0.00764961,0.00764961
164,3796.83,0.44411,0.67631,0.37166,0.8695,0.86145,0.73112,0.84414,0.71351,0.81818,0.67162,0.78342,0.58928,0.52445,0.96323,1.25335,0.96124,0.0076231,0.0076231,0.0076231
165,3821.8,0.44832,0.67427,0.37001,0.86434,0.87244,0.70759,0.82915,0.70647,0.8505,0.67664,0.79111,0.57969,0.49948,0.96365,1.3026,0.93403,0.00759648,0.00759648,0.00759648
166,3846.5,0.44436,0.67963,0.36752,0.86626,0.87256,0.71765,0.83356,0.70444,0.84447,0.68546,0.78014,0.58916,0.4932,0.93757,1.3039,0.93288,0.00756976,0.00756976,0.00756976
167,3870.24,0.44576,0.68064,0.36572,0.86617,0.83824,0.71927,0.82513,0.6989,0.81856,0.69602,0.78504,0.57954,0.50658,0.94996,1.33605,0.94672,0.00754293,0.00754293,0.00754293
168,3894.67,0.44342,0.67778,0.37388,0.86289,0.85494,0.7552,0.82737,0.69732,0.83837,0.72895,0.7997,0.59169,0.49397,0.89684,1.37473,0.92935,0.00751602,0.00751602,0.00751602
169,3918.67,0.44038,0.66453,0.35992,0.86338,0.83651,0.74572,0.80708,0.67602,0.8164,0.71762,0.77125,0.57582,0.51276,0.92966,1.42205,0.9461,0.007489,0.007489,0.007489
170,3942.95,0.43612,0.65967,0.36432,0.86352,0.8382,0.72945,0.81218,0.68751,0.82237,0.69381,0.77884,0.58075,0.49719,0.88599,1.40844,0.94087,0.00746189,0.00746189,0.00746189
171,3967.06,0.44171,0.66685,0.36698,0.86279,0.84471,0.74134,0.81259,0.68555,0.83636,0.68443,0.77067,0.56791,0.49517,0.90702,1.30728,0.93521,0.00743468,0.00743468,0.00743468
172,3991.1,0.44107,0.684,0.3631,0.86411,0.88315,0.71132,0.80555,0.68871,0.82256,0.69836,0.76403,0.55813,0.503,0.93329,1.31576,0.94651,0.00740738,0.00740738,0.00740738
173,4015.34,0.43983,0.67045,0.36902,0.86626,0.88877,0.71598,0.8153,0.69491,0.8581,0.67362,0.77277,0.5693,0.5073,0.93301,1.29071,0.95008,0.00737998,0.00737998,0.00737998
174,4038.9,0.43453,0.66833,0.35873,0.86171,0.86778,0.74044,0.82073,0.70142,0.8403,0.7033,0.78244,0.57656,0.50926,0.89885,1.32513,0.95024,0.0073525,0.0073525,0.0073525
175,4061.64,0.43756,0.67246,0.36346,0.86316,0.8744,0.74203,0.81822,0.69191,0.83706,0.68812,0.76028,0.56843,0.49506,0.90306,1.37851,0.93907,0.00732492,0.00732492,0.00732492
176,4085.42,0.43574,0.68363,0.36338,0.86444,0.89967,0.70953,0.81447,0.69619,0.86061,0.67012,0.76701,0.56374,0.48869,0.92639,1.38687,0.93557,0.00729725,0.00729725,0.00729725
177,4109.46,0.43739,0.66093,0.356,0.86257,0.89699,0.72798,0.82237,0.70005,0.87647,0.6818,0.78497,0.57394,0.49466,0.93354,1.35643,0.93935,0.0072695,0.0072695,0.0072695
178,4133.32,0.43847,0.66744,0.35429,0.86665,0.87935,0.72244,0.83088,0.7075,0.82672,0.69409,0.79184,0.58727,0.49376,0.9043,1.4068,0.93327,0.00724165,0.00724165,0.00724165
179,4156.34,0.43426,0.6585,0.35958,0.8648,0.88728,0.72275,0.83047,0.70478,0.85726,0.69863,0.79293,0.58562,0.50819,0.92848,1.35778,0.95003,0.00721372,0.00721372,0.00721372
180,4179.3,0.43228,0.66911,0.35575,0.86392,0.90966,0.70661,0.82741,0.68979,0.8677,0.65597,0.76502,0.57436,0.5247,0.9465,1.39957,0.96275,0.00718571,0.00718571,0.00718571
181,4203.13,0.434,0.66824,0.36586,0.86167,0.88964,0.73364,0.82978,0.69709,0.86864,0.68454,0.78784,0.57864,0.52825,0.93449,1.34316,0.9607,0.00715761,0.00715761,0.00715761
182,4226.94,0.43329,0.6613,0.3682,0.86353,0.90473,0.71367,0.80512,0.68145,0.87402,0.67879,0.7716,0.5667,0.52638,0.9518,1.39712,0.95851,0.00712942,0.00712942,0.00712942
183,4250.84,0.43727,0.66334,0.35853,0.86141,0.90821,0.75042,0.82891,0.69093,0.86714,0.70013,0.77607,0.5726,0.53171,0.94989,1.43706,0.96964,0.00710116,0.00710116,0.00710116
184,4275.24,0.42976,0.67482,0.3532,0.8618,0.88761,0.75132,0.82139,0.68252,0.84251,0.6985,0.76804,0.57116,0.5254,0.93189,1.37908,0.96439,0.00707281,0.00707281,0.00707281
185,4298.89,0.43187,0.65573,0.35332,0.8624,0.85901,0.75947,0.82023,0.68457,0.8217,0.706,0.76797,0.56491,0.54071,0.94561,1.31587,0.98263,0.00704439,0.00704439,0.00704439
186,4322.57,0.43149,0.65159,0.35225,0.86368,0.90552,0.72211,0.83673,0.70315,0.868,0.68535,0.78694,0.58097,0.52071,0.92918,1.3381,0.96469,0.00701588,0.00701588,0.00701588
187,4346.24,0.43609,0.65873,0.35955,0.86517,0.84737,0.76469,0.83802,0.70555,0.85744,0.69253,0.79124,0.58199,0.50977,0.93319,1.33784,0.95423,0.0069873,0.0069873,0.0069873
188,4369.89,0.43303,0.6627,0.35052,0.86258,0.87204,0.72336,0.83416,0.70729,0.84101,0.67853,0.7833,0.58124,0.50565,0.94131,1.332,0.94957,0.00695864,0.00695864,0.00695864
189,4393.71,0.42969,0.66917,0.34774,0.85956,0.91771,0.71024,0.83341,0.70721,0.87056,0.66441,0.7897,0.58181,0.50842,0.96933,1.32585,0.95364,0.00692991,0.00692991,0.00692991
190,4417.56,0.43667,0.66705,0.35144,0.86295,0.87671,0.7055,0.82163,0.70362,0.83261,0.66212,0.76607,0.57638,0.50497,0.96434,1.33678,0.94731,0.0069011,0.0069011,0.0069011
191,4440.46,0.43005,0.73242,0.35423,0.86208,0.88702,0.71513,0.82234,0.69484,0.84489,0.66741,0.75918,0.57417,0.52395,0.98675,1.35081,0.95661,0.00687222,0.00687222,0.00687222
192,4463.8,0.4289,0.66334,0.35809,0.86135,0.91442,0.70666,0.82995,0.70008,0.86672,0.66133,0.76426,0.57829,0.5288,0.95848,1.33716,0.95789,0.00684326,0.00684326,0.00684326
193,4487.89,0.42797,0.6532,0.34557,0.8617,0.91105,0.73904,0.84665,0.71868,0.85798,0.68963,0.78644,0.5908,0.51584,0.95689,1.323,0.95025,0.00681424,0.00681424,0.00681424
194,4512.63,0.43331,0.64879,0.35606,0.86114,0.91708,0.72361,0.85391,0.72906,0.89033,0.69458,0.815,0.6017,0.50572,0.91348,1.30739,0.94866,0.00678514,0.00678514,0.00678514
195,4536.08,0.42466,0.65459,0.34724,0.85993,0.90482,0.71391,0.83925,0.71855,0.88646,0.69064,0.80858,0.60259,0.50155,0.92402,1.29196,0.94125,0.00675598,0.00675598,0.00675598
196,4560.62,0.43461,0.66087,0.35411,0.86095,0.88543,0.74559,0.84914,0.72732,0.86977,0.72902,0.82759,0.60911,0.49068,0.92721,1.26266,0.93315,0.00672675,0.00672675,0.00672675
197,4584.79,0.42089,0.64741,0.33774,0.85862,0.88304,0.76111,0.85875,0.734,0.86864,0.7348,0.82852,0.61719,0.49185,0.91417,1.23785,0.93641,0.00669746,0.00669746,0.00669746
198,4608.61,0.44043,0.6703,0.36845,0.87679,0.83419,0.79018,0.85565,0.72637,0.79665,0.73286,0.7998,0.60806,0.49985,0.90261,1.23104,0.94123,0.0066681,0.0066681,0.0066681
199,4632.76,0.42961,0.66842,0.34787,0.86517,0.86615,0.76267,0.85041,0.71523,0.83193,0.71744,0.79626,0.58961,0.50598,0.92525,1.23682,0.94717,0.00663867,0.00663867,0.00663867
200,4656.82,0.4302,0.66942,0.35345,0.85961,0.88479,0.75717,0.84568,0.71869,0.85851,0.72294,0.80069,0.59499,0.50288,0.921,1.25666,0.94853,0.00660918,0.00660918,0.00660918
201,4680.45,0.4299,0.65897,0.34921,0.86172,0.87388,0.73465,0.82629,0.70647,0.83924,0.69131,0.77232,0.57757,0.51049,0.94072,1.27934,0.95067,0.00657963,0.00657963,0.00657963
202,4704.7,0.42614,0.64314,0.34486,0.85925,0.87777,0.729,0.82714,0.70174,0.84068,0.68685,0.76639,0.57457,0.51582,0.96965,1.29554,0.95134,0.00655002,0.00655002,0.00655002
203,4728.61,0.42409,0.6513,0.3437,0.86119,0.92083,0.70086,0.82404,0.70108,0.88063,0.65855,0.7587,0.5753,0.50556,0.9521,1.30582,0.94266,0.00652036,0.00652036,0.00652036
204,4751.61,0.42286,0.65103,0.34583,0.85761,0.8877,0.71177,0.82328,0.69684,0.85939,0.6745,0.77134,0.57737,0.50131,0.9611,1.31031,0.94041,0.00649063,0.00649063,0.00649063
205,4774.2,0.41648,0.65283,0.34163,0.85734,0.8692,0.76255,0.83336,0.70029,0.83524,0.70932,0.76969,0.57872,0.50901,0.94337,1.29795,0.9489,0.00646085,0.00646085,0.00646085
206,4797.85,0.42011,0.65544,0.34337,0.85827,0.89102,0.70208,0.80984,0.68443,0.83329,0.68305,0.7544,0.56708,0.50387,0.94848,1.32674,0.94396,0.00643101,0.00643101,0.00643101
207,4821.9,0.4259,0.65306,0.36191,0.85995,0.87532,0.74031,0.81622,0.68985,0.82006,0.69664,0.75574,0.57145,0.50098,0.95227,1.31079,0.94352,0.00640111,0.00640111,0.00640111
208,4846.33,0.41842,0.64163,0.33501,0.86,0.87589,0.72923,0.82025,0.69586,0.84153,0.6887,0.77623,0.58141,0.50536,0.94552,1.32122,0.94581,0.00637116,0.00637116,0.00637116
209,4870.25,0.41815,0.63805,0.3359,0.85897,0.87797,0.72974,0.81746,0.69479,0.84798,0.68835,0.76663,0.57532,0.49472,0.95778,1.33659,0.93515,0.00634117,0.00634117,0.00634117
210,4894.15,0.4119,0.63913,0.32912,0.85511,0.87278,0.73201,0.81565,0.69656,0.83286,0.68508,0.75683,0.57041,0.49892,0.94183,1.33954,0.93266,0.00631112,0.00631112,0.00631112
211,4918.75,0.423,0.66075,0.33981,0.86149,0.88213,0.73876,0.83123,0.71337,0.8513,0.69098,0.76798,0.58045,0.49982,0.9385,1.33225,0.93798,0.00628101,0.00628101,0.00628101
212,4942.55,0.41719,0.64735,0.33543,0.85716,0.86647,0.73419,0.8366,0.7173,0.83772,0.69762,0.7903,0.58928,0.5023,0.9441,1.31718,0.94327,0.00625087,0.00625087,0.00625087
213,4966.17,0.41983,0.65175,0.33816,0.85933,0.89025,0.74046,0.84128,0.72102,0.84792,0.69363,0.78011,0.58788,0.50817,0.95017,1.29779,0.95037,0.00622067,0.00622067,0.00622067
214,4989.82,0.41601,0.64402,0.34232,0.85974,0.8884,0.73808,0.82977,0.71085,0.84366,0.68408,0.76916,0.57844,0.50585,0.94773,1.29494,0.9482,0.00619043,0.00619043,0.00619043
215,5013.84,0.42615,0.65631,0.34313,0.86064,0.88702,0.73588,0.83238,0.71632,0.8467,0.68034,0.76637,0.57634,0.50837,0.95482,1.28904,0.95608,0.00616014,0.00616014,0.00616014
216,5036.91,0.41878,0.63313,0.33507,0.85667,0.8624,0.72769,0.82764,0.70945,0.8452,0.66065,0.76092,0.5737,0.51184,0.97885,1.29916,0.95825,0.00612981,0.00612981,0.00612981
217,5059.5,0.41733,0.64549,0.33603,0.85862,0.87949,0.71393,0.82275,0.70534,0.84742,0.66763,0.75633,0.5699,0.51656,0.96813,1.30956,0.96243,0.00609944,0.00609944,0.00609944
218,5083.2,0.41872,0.65832,0.35489,0.85816,0.87453,0.71226,0.8265,0.70358,0.84303,0.66844,0.76705,0.57215,0.51229,0.95921,1.32448,0.95975,0.00606902,0.00606902,0.00606902
219,5103.7,0.41839,0.64615,0.33336,0.85888,0.92496,0.70697,0.83461,0.70805,0.87565,0.65963,0.76891,0.57718,0.51062,0.94568,1.32585,0.95974,0.00603856,0.00603856,0.00603856
220,5124.43,0.41178,0.63486,0.32983,0.85749,0.88282,0.74107,0.83767,0.71017,0.84929,0.69271,0.77986,0.5835,0.51528,0.93183,1.30367,0.96405,0.00600807,0.00600807,0.00600807
221,5146.47,0.4073,0.61999,0.32857,0.85288,0.87848,0.73526,0.84243,0.7117,0.85182,0.69117,0.78567,0.58849,0.52317,0.91827,1.29154,0.96662,0.00597754,0.00597754,0.00597754
222,5170.66,0.4168,0.6355,0.33599,0.85976,0.88831,0.75275,0.8462,0.70955,0.84254,0.69877,0.77913,0.58659,0.51306,0.89971,1.26901,0.95438,0.00594697,0.00594697,0.00594697
223,5194.76,0.41078,0.63427,0.32872,0.85515,0.88579,0.74004,0.84541,0.70584,0.87078,0.67048,0.77348,0.58536,0.50779,0.91341,1.31533,0.95466,0.00591636,0.00591636,0.00591636
224,5219.48,0.40698,0.62771,0.33017,0.85558,0.88548,0.74984,0.83561,0.6976,0.83603,0.68734,0.76735,0.58213,0.51708,0.93759,1.34467,0.96385,0.00588573,0.00588573,0.00588573
225,5243.88,0.41094,0.62209,0.32744,0.85543,0.89942,0.74516,0.82897,0.70608,0.85786,0.69068,0.76726,0.57542,0.51267,0.93905,1.34369,0.96178,0.00585505,0.00585505,0.00585505
226,5268.23,0.40946,0.62042,0.32474,0.85701,0.90069,0.73582,0.82416,0.7065,0.85498,0.68082,0.76129,0.57663,0.50615,0.93449,1.33717,0.95722,0.00582435,0.00582435,0.00582435
227,5292.28,0.41024,0.62568,0.32668,0.8568,0.9029,0.73139,0.83054,0.71211,0.85547,0.67519,0.7666,0.57822,0.50582,0.95658,1.36412,0.95324,0.00579362,0.00579362,0.00579362
228,5315.74,0.41325,0.63239,0.32559,0.8582,0.89139,0.74303,0.82664,0.70638,0.84057,0.67671,0.75609,0.57353,0.51349,0.97312,1.37179,0.96001,0.00576285,0.00576285,0.00576285
229,5339.02,0.41096,0.62641,0.32926,0.85781,0.88483,0.73148,0.82366,0.70342,0.83395,0.66185,0.75012,0.57305,0.51068,0.97219,1.35533,0.95491,0.00573206,0.00573206,0.00573206
230,5362.06,0.4127,0.63531,0.32752,0.85908,0.89974,0.73016,0.82207,0.69757,0.85888,0.65325,0.74875,0.57082,0.51388,0.98125,1.36868,0.95724,0.00570124,0.00570124,0.00570124
231,5386.34,0.41059,0.63137,0.32958,0.85588,0.8819,0.74265,0.80615,0.68635,0.82571,0.68022,0.74363,0.56239,0.50796,0.98602,1.3711,0.9495,0.0056704,0.0056704,0.0056704
232,5411.12,0.41508,0.62725,0.32803,0.85494,0.88616,0.73843,0.79976,0.68192,0.84247,0.67255,0.74019,0.56156,0.49893,0.97491,1.37799,0.94111,0.00563953,0.00563953,0.00563953
233,5435.83,0.40601,0.62425,0.32147,0.85331,0.88409,0.74082,0.80663,0.68483,0.8383,0.67637,0.74414,0.56272,0.49919,0.97871,1.35739,0.94007,0.00560864,0.00560864,0.00560864
234,5460.17,0.40944,0.63219,0.31932,0.85502,0.89093,0.73507,0.79705,0.68015,0.84889,0.67987,0.74375,0.55909,0.49914,0.97776,1.37886,0.93993,0.00557773,0.00557773,0.00557773
235,5484.47,0.40758,0.62198,0.31772,0.85552,0.88638,0.73135,0.80158,0.68632,0.84798,0.68144,0.75351,0.56025,0.50216,0.96481,1.39259,0.94549,0.00554679,0.00554679,0.00554679
236,5508.62,0.41275,0.6265,0.34057,0.86111,0.89219,0.7445,0.81691,0.69268,0.85054,0.68999,0.76185,0.56368,0.49898,0.95583,1.39739,0.94522,0.00551584,0.00551584,0.00551584
237,5533.03,0.4067,0.61936,0.32343,0.85459,0.90355,0.7443,0.82409,0.69499,0.86218,0.68167,0.76352,0.56438,0.4942,0.95515,1.38554,0.94216,0.00548486,0.00548486,0.00548486
238,5557.67,0.40228,0.61447,0.31497,0.85567,0.90158,0.74744,0.83179,0.70355,0.8679,0.69544,0.77602,0.57248,0.49001,0.94045,1.3935,0.94399,0.00545387,0.00545387,0.00545387
239,5583.92,0.40987,0.62972,0.32335,0.85639,0.90181,0.74355,0.82946,0.70342,0.8689,0.69193,0.77521,0.57129,0.48663,0.93277,1.38531,0.9399,0.00542287,0.00542287,0.00542287
240,5608.52,0.40643,0.62493,0.31855,0.85553,0.91178,0.74216,0.8334,0.70934,0.87425,0.69209,0.77818,0.5739,0.48393,0.92756,1.3717,0.9367,0.00539185,0.00539185,0.00539185
241,5631.53,0.40379,0.60692,0.31967,0.85335,0.91673,0.74553,0.83354,0.70723,0.87059,0.687,0.76907,0.57265,0.48006,0.93255,1.34125,0.93038,0.00536081,0.00536081,0.00536081
242,5654.69,0.40435,0.62285,0.31861,0.8559,0.89552,0.73612,0.82138,0.70817,0.85526,0.68169,0.76923,0.57275,0.47691,0.93218,1.32883,0.93113,0.00532977,0.00532977,0.00532977
243,5679.25,0.40161,0.61229,0.31399,0.85108,0.89738,0.73341,0.82554,0.70807,0.85845,0.68192,0.77238,0.57261,0.4766,0.93522,1.31924,0.93058,0.00529871,0.00529871,0.00529871
244,5704.12,0.40756,0.62818,0.32292,0.85653,0.90143,0.74423,0.83928,0.70674,0.85034,0.67799,0.77332,0.57091,0.47821,0.93492,1.33146,0.93266,0.00526764,0.00526764,0.00526764
245,5729.21,0.40634,0.62981,0.32126,0.85663,0.90879,0.74846,0.84254,0.70851,0.85391,0.68121,0.76883,0.57795,0.47617,0.93246,1.32116,0.93134,0.00523657,0.00523657,0.00523657
246,5754.71,0.40065,0.6065,0.31796,0.85206,0.90489,0.74746,0.83536,0.70637,0.85711,0.68466,0.76943,0.57777,0.48028,0.94277,1.30519,0.93418,0.00520548,0.00520548,0.00520548
247,5779.67,0.40142,0.61098,0.31793,0.85194,0.88741,0.74894,0.83137,0.70305,0.83586,0.69203,0.76865,0.57493,0.48521,0.95068,1.30359,0.94183,0.00517439,0.00517439,0.00517439
248,5805.95,0.40661,0.60868,0.32314,0.85498,0.88797,0.73159,0.83475,0.70238,0.83982,0.67326,0.76052,0.5731,0.48717,0.95353,1.30694,0.9455,0.0051433,0.0051433,0.0051433
249,5830.32,0.39284,0.60672,0.31104,0.85119,0.89501,0.75531,0.84386,0.70107,0.83687,0.68864,0.76367,0.5713,0.48739,0.95196,1.30997,0.94531,0.0051122,0.0051122,0.0051122
250,5853.78,0.39808,0.61378,0.31193,0.8509,0.90418,0.73596,0.82854,0.70116,0.86412,0.69013,0.76897,0.57152,0.48501,0.95959,1.33099,0.94638,0.0050811,0.0050811,0.0050811
251,5876.83,0.39913,0.61323,0.31691,0.85325,0.90512,0.73289,0.8291,0.70122,0.87114,0.69072,0.77505,0.57317,0.48269,0.96869,1.3314,0.94474,0.00505,0.00505,0.00505
252,5900.54,0.39961,0.60918,0.31481,0.85078,0.90448,0.73571,0.83154,0.70579,0.85877,0.67999,0.76439,0.57103,0.47912,0.97382,1.34476,0.94004,0.0050189,0.0050189,0.0050189
253,5923.17,0.39621,0.5994,0.33183,0.85038,0.90674,0.7348,0.83278,0.70924,0.86191,0.68562,0.76573,0.57034,0.47724,0.97041,1.34942,0.93631,0.0049878,0.0049878,0.0049878
254,5945.77,0.3923,0.59661,0.30582,0.85306,0.90906,0.74672,0.842,0.71465,0.861,0.69392,0.7708,0.57433,0.47876,0.97127,1.34465,0.94145,0.0049567,0.0049567,0.0049567
255,5969.62,0.3966,0.61037,0.31006,0.85258,0.89699,0.74073,0.84192,0.71176,0.84947,0.68933,0.77268,0.57533,0.47499,0.97477,1.3505,0.94014,0.00492561,0.00492561,0.00492561
256,5993.75,0.39915,0.60766,0.30933,0.85092,0.87792,0.72113,0.8252,0.71017,0.84343,0.68747,0.77329,0.57329,0.47108,0.98314,1.35301,0.93976,0.00489452,0.00489452,0.00489452
