epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
128,4093.71,0.46762,0.72537,0.40243,0.87428,0.98094,0.98787,0.99195,0.96123,0.98094,0.98787,0.99195,0.88171,0.29346,0.47585,0.21049,0.79634,0.00850592,0.00850592,0.00850592
129,4126.11,0.4591,0.7192,0.40368,0.86858,0.97338,0.98714,0.99164,0.96383,0.9718,0.98581,0.98947,0.88156,0.29342,0.4732,0.20992,0.79624,0.00848358,0.00848358,0.00848358
130,4157.82,0.46591,0.73464,0.40535,0.874,0.9774,0.98702,0.99159,0.96347,0.97431,0.98405,0.9893,0.88284,0.29189,0.47695,0.20962,0.79556,0.00846111,0.00846111,0.00846111
131,4188.29,0.46495,0.73409,0.4027,0.87303,0.97189,0.98998,0.99203,0.96439,0.97157,0.98966,0.99157,0.88596,0.29072,0.47352,0.20315,0.79395,0.00843851,0.00843851,0.00843851
132,4219.25,0.4607,0.71688,0.40562,0.8717,0.9774,0.98762,0.99212,0.96234,0.97551,0.9859,0.98899,0.88167,0.29426,0.47586,0.20526,0.7957,0.00841577,0.00841577,0.00841577
133,4250.65,0.46538,0.72311,0.40043,0.87061,0.9745,0.99232,0.99354,0.96579,0.97467,0.99234,0.99132,0.88655,0.28893,0.47132,0.20574,0.79241,0.0083929,0.0083929,0.0083929
134,4281.08,0.4663,0.71735,0.3995,0.87446,0.96968,0.99209,0.9934,0.96463,0.96937,0.99177,0.99198,0.88723,0.28438,0.47255,0.20826,0.7924,0.00836989,0.00836989,0.00836989
135,4312.49,0.46145,0.7349,0.39835,0.87061,0.96628,0.99414,0.99279,0.9654,0.96597,0.99382,0.99192,0.88757,0.28485,0.47266,0.20716,0.79376,0.00834676,0.00834676,0.00834676
136,4347.06,0.46726,0.72856,0.4059,0.87386,0.97333,0.99607,0.99399,0.96437,0.97257,0.99448,0.99198,0.88578,0.28575,0.46229,0.20451,0.79353,0.00832349,0.00832349,0.00832349
137,4378.61,0.46685,0.71343,0.40049,0.87325,0.97338,0.99264,0.99215,0.96372,0.97338,0.99264,0.99215,0.88571,0.29109,0.46823,0.20519,0.79707,0.0083001,0.0083001,0.0083001
138,4412.13,0.46087,0.72068,0.39556,0.86747,0.97149,0.99093,0.99376,0.96615,0.9735,0.98722,0.99197,0.88911,0.28891,0.4667,0.20602,0.79518,0.00827658,0.00827658,0.00827658
139,4443.44,0.45707,0.716,0.39459,0.87019,0.97188,0.99439,0.99282,0.966,0.97038,0.99302,0.98903,0.88339,0.28719,0.46396,0.20717,0.79492,0.00825293,0.00825293,0.00825293
140,4475.75,0.45737,0.70541,0.39678,0.86941,0.97226,0.99572,0.99403,0.96675,0.97241,0.99485,0.99219,0.88641,0.28384,0.461,0.20286,0.7938,0.00822915,0.00822915,0.00822915
141,4504.88,0.45236,0.70768,0.38945,0.86504,0.9753,0.99082,0.99411,0.96659,0.97784,0.98712,0.9899,0.88562,0.28142,0.46242,0.19993,0.79395,0.00820525,0.00820525,0.00820525
142,4536.23,0.45943,0.71696,0.39658,0.87302,0.97943,0.99269,0.99434,0.96717,0.97906,0.98827,0.99052,0.88687,0.2843,0.46387,0.19663,0.79368,0.00818122,0.00818122,0.00818122
143,4572.03,0.45172,0.7149,0.38794,0.86834,0.97695,0.99258,0.99419,0.96718,0.97418,0.98994,0.99037,0.88479,0.28411,0.46189,0.19714,0.79537,0.00815707,0.00815707,0.00815707
144,4603.31,0.45732,0.71842,0.39141,0.87141,0.97657,0.98918,0.99403,0.96813,0.97377,0.98654,0.99025,0.88541,0.28658,0.46123,0.20012,0.79613,0.0081328,0.0081328,0.0081328
145,4633.98,0.46113,0.71474,0.39498,0.87257,0.97374,0.99121,0.99397,0.96676,0.97413,0.98573,0.98989,0.88444,0.28225,0.46095,0.20052,0.79271,0.00810841,0.00810841,0.00810841
146,4664.68,0.45722,0.70683,0.38282,0.87091,0.97234,0.98821,0.99218,0.96603,0.97061,0.98439,0.99013,0.88606,0.28103,0.45916,0.20189,0.79203,0.00808389,0.00808389,0.00808389
147,4697.73,0.45135,0.70226,0.38361,0.86734,0.97328,0.99163,0.99247,0.96614,0.97328,0.99163,0.99245,0.88667,0.28115,0.4552,0.19845,0.79212,0.00805925,0.00805925,0.00805925
148,4728.7,0.4525,0.70577,0.37949,0.86845,0.97985,0.98551,0.99263,0.96933,0.97985,0.98551,0.99263,0.88778,0.28145,0.45423,0.19877,0.79129,0.0080345,0.0080345,0.0080345
149,4760.97,0.44968,0.69878,0.3852,0.86818,0.97161,0.99267,0.99279,0.96665,0.97161,0.99267,0.99279,0.88496,0.28171,0.45603,0.19607,0.79175,0.00800963,0.00800963,0.00800963
150,4792.01,0.45702,0.7075,0.39128,0.87101,0.97678,0.9946,0.99391,0.96696,0.97641,0.99434,0.99272,0.89072,0.28137,0.4593,0.19409,0.79215,0.00798464,0.00798464,0.00798464
151,4826.31,0.44831,0.69364,0.37948,0.86921,0.97879,0.98685,0.99457,0.96781,0.97814,0.98722,0.99275,0.89205,0.28521,0.45833,0.19739,0.79291,0.00795954,0.00795954,0.00795954
152,4860.49,0.45152,0.70531,0.3833,0.86845,0.98056,0.98631,0.99187,0.96616,0.98,0.98622,0.99171,0.88896,0.27891,0.45849,0.19395,0.79454,0.00793432,0.00793432,0.00793432
153,4892.24,0.44908,0.70141,0.3895,0.86906,0.97992,0.98854,0.99231,0.96624,0.97992,0.98854,0.99231,0.89314,0.27793,0.4568,0.19343,0.79407,0.00790898,0.00790898,0.00790898
154,4927.17,0.45271,0.70088,0.38441,0.87073,0.97998,0.98607,0.99261,0.96825,0.97966,0.98575,0.99261,0.89118,0.27412,0.45433,0.19085,0.79352,0.00788354,0.00788354,0.00788354
155,4959.26,0.45397,0.70409,0.37733,0.86866,0.97338,0.98975,0.99239,0.96713,0.97338,0.98975,0.99239,0.89081,0.27573,0.45415,0.18999,0.79339,0.00785798,0.00785798,0.00785798
156,4990.99,0.44875,0.69765,0.3776,0.86869,0.9788,0.98825,0.99381,0.96936,0.9788,0.98825,0.99272,0.89092,0.27606,0.45156,0.18887,0.7922,0.00783231,0.00783231,0.00783231
157,5021.05,0.45379,0.71535,0.38319,0.87051,0.98112,0.99008,0.9927,0.96819,0.9808,0.98976,0.9927,0.89124,0.27436,0.4521,0.18944,0.79169,0.00780653,0.00780653,0.00780653
158,5053.57,0.44858,0.70076,0.37569,0.86731,0.98023,0.9891,0.99454,0.96879,0.98038,0.98886,0.99275,0.89165,0.27413,0.4528,0.19189,0.79172,0.00778065,0.00778065,0.00778065
159,5084.58,0.44375,0.69641,0.3819,0.86517,0.97712,0.98915,0.99411,0.97025,0.9768,0.98882,0.99239,0.89131,0.27161,0.45148,0.1914,0.78985,0.00775465,0.00775465,0.00775465
160,5117.03,0.44324,0.69419,0.37746,0.86535,0.97744,0.98806,0.99374,0.96942,0.97764,0.98738,0.99208,0.89051,0.27223,0.45222,0.19414,0.78988,0.00772855,0.00772855,0.00772855
161,5148.42,0.4475,0.69946,0.38069,0.86609,0.97033,0.99219,0.99221,0.97125,0.97033,0.99219,0.99221,0.89109,0.27284,0.44829,0.19185,0.79054,0.00770234,0.00770234,0.00770234
162,5179.57,0.44481,0.6926,0.37531,0.86704,0.96983,0.99088,0.99249,0.96949,0.96983,0.99088,0.99249,0.88922,0.27224,0.45034,0.19138,0.79057,0.00767603,0.00767603,0.00767603
163,5210.94,0.44846,0.70289,0.37318,0.86372,0.97796,0.98672,0.99397,0.97108,0.97777,0.9864,0.99226,0.88978,0.27312,0.45199,0.19227,0.79016,0.00764961,0.00764961,0.00764961
164,5242.97,0.44306,0.69545,0.37245,0.86572,0.97487,0.99138,0.99432,0.97193,0.97538,0.99044,0.99272,0.89149,0.27121,0.44827,0.18776,0.78847,0.0076231,0.0076231,0.0076231
165,5275.8,0.44473,0.68846,0.37215,0.86261,0.97168,0.99343,0.99436,0.97156,0.97169,0.99241,0.99282,0.89275,0.27201,0.44583,0.18711,0.7878,0.00759648,0.00759648,0.00759648
166,5307.48,0.4461,0.70343,0.37254,0.86602,0.97491,0.99193,0.9944,0.97183,0.97176,0.98903,0.9926,0.88917,0.27199,0.44766,0.18682,0.78806,0.00756976,0.00756976,0.00756976
167,5339.7,0.4463,0.68756,0.36871,0.86783,0.97415,0.99277,0.99277,0.96901,0.97402,0.99294,0.99275,0.89079,0.26768,0.44587,0.188,0.78801,0.00754293,0.00754293,0.00754293
168,5371.15,0.43809,0.67891,0.3675,0.86469,0.98198,0.98551,0.99421,0.97427,0.98191,0.98556,0.99275,0.89125,0.26713,0.44719,0.18813,0.7879,0.00751602,0.00751602,0.00751602
169,5402.5,0.43871,0.67732,0.36644,0.86431,0.97935,0.98715,0.992,0.96902,0.97935,0.98715,0.99199,0.89088,0.2677,0.44572,0.18605,0.78738,0.007489,0.007489,0.007489
170,5435.97,0.44539,0.68012,0.3706,0.86485,0.97339,0.99349,0.99413,0.97182,0.97308,0.99317,0.99169,0.89002,0.26561,0.44643,0.18605,0.78732,0.00746189,0.00746189,0.00746189
171,5468.28,0.44085,0.69178,0.37362,0.86685,0.97277,0.99291,0.99342,0.97279,0.97301,0.99191,0.9918,0.89122,0.26572,0.44565,0.18495,0.78754,0.00743468,0.00743468,0.00743468
172,5501.84,0.43852,0.68878,0.36716,0.86468,0.98255,0.98355,0.99411,0.97218,0.98294,0.9833,0.99252,0.89561,0.26465,0.44595,0.1844,0.78761,0.00740738,0.00740738,0.00740738
173,5533.05,0.44134,0.68635,0.36687,0.86408,0.9801,0.98499,0.99415,0.97144,0.9801,0.98499,0.9925,0.89363,0.26654,0.44826,0.18589,0.78757,0.00737998,0.00737998,0.00737998
174,5564.01,0.43559,0.68313,0.36441,0.86356,0.97612,0.98761,0.9934,0.9721,0.97612,0.98761,0.99243,0.89221,0.26383,0.4466,0.1872,0.78828,0.0073525,0.0073525,0.0073525
175,5591.7,0.44015,0.68659,0.36641,0.86596,0.97516,0.99272,0.99274,0.97344,0.97516,0.99272,0.99274,0.89489,0.26391,0.44399,0.18599,0.78865,0.00732492,0.00732492,0.00732492
176,5623.8,0.44047,0.67732,0.36299,0.86522,0.97468,0.994,0.99439,0.97382,0.97468,0.994,0.99294,0.89501,0.26077,0.44326,0.18418,0.787,0.00729725,0.00729725,0.00729725
177,5655.77,0.4384,0.68828,0.36089,0.86432,0.98069,0.98741,0.993,0.97341,0.98069,0.98741,0.993,0.89417,0.26086,0.44393,0.18494,0.78721,0.0072695,0.0072695,0.0072695
178,5691.29,0.43879,0.67928,0.35765,0.86316,0.97612,0.98765,0.99286,0.97304,0.97603,0.9873,0.99286,0.89735,0.25976,0.44193,0.18161,0.78626,0.00724165,0.00724165,0.00724165
179,5726.29,0.43437,0.68481,0.36207,0.86395,0.97465,0.99346,0.99295,0.97335,0.9742,0.99394,0.99294,0.8977,0.26203,0.44092,0.1847,0.78658,0.00721372,0.00721372,0.00721372
180,5762.01,0.4319,0.68137,0.36294,0.8599,0.97503,0.99494,0.99293,0.97217,0.97491,0.995,0.99292,0.89804,0.26079,0.44142,0.18147,0.78647,0.00718571,0.00718571,0.00718571
181,5797.38,0.44007,0.68308,0.36145,0.86639,0.97561,0.99388,0.9929,0.97345,0.97475,0.99473,0.99289,0.90119,0.25923,0.43746,0.18067,0.78646,0.00715761,0.00715761,0.00715761
182,5831.86,0.43512,0.67267,0.35868,0.86385,0.97425,0.99668,0.99273,0.97411,0.97425,0.99668,0.99273,0.89834,0.26158,0.4358,0.18031,0.78742,0.00712942,0.00712942,0.00712942
183,5864.38,0.4365,0.67567,0.35685,0.86571,0.97563,0.99383,0.99277,0.97355,0.97563,0.99383,0.99277,0.89667,0.26072,0.43724,0.18077,0.78745,0.00710116,0.00710116,0.00710116
184,5898.54,0.44021,0.68446,0.36687,0.86442,0.97533,0.99606,0.99302,0.97246,0.97533,0.99606,0.99302,0.89738,0.26279,0.43782,0.1791,0.78761,0.00707281,0.00707281,0.00707281
185,5931.97,0.43214,0.67572,0.36254,0.86091,0.98499,0.98482,0.99301,0.97331,0.98254,0.98161,0.99062,0.89831,0.26099,0.43628,0.17938,0.7864,0.00704439,0.00704439,0.00704439
186,5967.89,0.43303,0.67636,0.35948,0.86103,0.97809,0.99186,0.99277,0.97445,0.97422,0.99215,0.99018,0.89743,0.25871,0.43567,0.17901,0.78567,0.00701588,0.00701588,0.00701588
187,6001.61,0.43576,0.68253,0.364,0.86322,0.9807,0.99309,0.9929,0.97439,0.97761,0.99012,0.99019,0.89919,0.25819,0.43613,0.17774,0.78583,0.0069873,0.0069873,0.0069873
188,6033.91,0.43426,0.68131,0.3527,0.86217,0.98049,0.99606,0.99291,0.97415,0.9774,0.99309,0.99039,0.89764,0.25843,0.43721,0.17774,0.78636,0.00695864,0.00695864,0.00695864
189,6065.69,0.42708,0.67255,0.35573,0.8613,0.98036,0.99307,0.99292,0.9746,0.97725,0.9901,0.99042,0.89687,0.25812,0.43674,0.17719,0.78611,0.00692991,0.00692991,0.00692991
190,6098.97,0.43489,0.67227,0.3569,0.86045,0.98157,0.99039,0.99286,0.97319,0.98125,0.99006,0.99286,0.89838,0.26027,0.4373,0.17901,0.78639,0.0069011,0.0069011,0.0069011
191,6132.4,0.4324,0.67792,0.35733,0.86049,0.98145,0.9904,0.99296,0.97341,0.98113,0.99008,0.99296,0.89783,0.26004,0.4368,0.18008,0.78641,0.00687222,0.00687222,0.00687222
192,6164.18,0.42426,0.67535,0.35479,0.86174,0.98134,0.98983,0.9931,0.97482,0.98102,0.98951,0.9931,0.89887,0.26116,0.43392,0.18024,0.78707,0.00684326,0.00684326,0.00684326
193,6197.9,0.42765,0.6716,0.35773,0.8602,0.97943,0.99349,0.99321,0.97583,0.97911,0.99364,0.99321,0.899,0.25977,0.43289,0.17893,0.78697,0.00681424,0.00681424,0.00681424
194,6230.67,0.428,0.66939,0.34592,0.86264,0.98009,0.99312,0.9932,0.97509,0.98002,0.99316,0.99319,0.89884,0.26022,0.43262,0.17577,0.78682,0.00678514,0.00678514,0.00678514
195,6263.67,0.42497,0.66949,0.34644,0.85968,0.9799,0.99163,0.99314,0.97436,0.97674,0.98866,0.99095,0.89876,0.26008,0.43158,0.17647,0.78628,0.00675598,0.00675598,0.00675598
196,6297.99,0.43183,0.67622,0.35891,0.86623,0.97805,0.99228,0.9946,0.97551,0.97526,0.98964,0.99269,0.89904,0.25937,0.4326,0.17858,0.78609,0.00672675,0.00672675,0.00672675
197,6332.26,0.42979,0.66383,0.35116,0.8626,0.97556,0.99565,0.99447,0.97432,0.97409,0.98966,0.99065,0.8972,0.25975,0.434,0.17875,0.78568,0.00669746,0.00669746,0.00669746
198,6364.66,0.42494,0.65574,0.34649,0.85981,0.98119,0.99139,0.99449,0.97473,0.97841,0.98875,0.99262,0.89756,0.25967,0.43315,0.17866,0.78578,0.0066681,0.0066681,0.0066681
199,6397.45,0.42365,0.66489,0.35111,0.85957,0.97803,0.99286,0.99477,0.97459,0.97829,0.99231,0.99323,0.90099,0.25688,0.43134,0.17912,0.78567,0.00663867,0.00663867,0.00663867
200,6430.59,0.42832,0.65908,0.34969,0.8592,0.97691,0.99317,0.99333,0.97435,0.97691,0.99317,0.99333,0.9006,0.25676,0.42961,0.18021,0.78488,0.00660918,0.00660918,0.00660918
201,6462.95,0.42598,0.66318,0.34647,0.85809,0.97835,0.99223,0.99333,0.97471,0.97835,0.99223,0.99333,0.90024,0.25634,0.42959,0.17683,0.78494,0.00657963,0.00657963,0.00657963
202,6494.57,0.42783,0.66507,0.34975,0.86238,0.9776,0.993,0.99338,0.97641,0.9776,0.993,0.99338,0.90019,0.2557,0.42812,0.17371,0.78492,0.00655002,0.00655002,0.00655002
203,6527.16,0.42682,0.6658,0.34834,0.86029,0.98132,0.9913,0.9933,0.97654,0.98132,0.9913,0.9933,0.90006,0.25383,0.42689,0.17167,0.78457,0.00652036,0.00652036,0.00652036
204,6557.88,0.41907,0.64936,0.3453,0.85765,0.98168,0.99149,0.99338,0.9769,0.98168,0.99149,0.99338,0.89987,0.25492,0.42651,0.17226,0.78445,0.00649063,0.00649063,0.00649063
205,6591.12,0.42,0.65459,0.34754,0.85508,0.9817,0.99161,0.99331,0.97699,0.9817,0.99161,0.99331,0.89834,0.25423,0.42631,0.1711,0.78412,0.00646085,0.00646085,0.00646085
206,6625.1,0.41793,0.64997,0.34021,0.8583,0.9808,0.99199,0.99322,0.9764,0.9808,0.99199,0.99322,0.90063,0.25276,0.42709,0.16976,0.78423,0.00643101,0.00643101,0.00643101
207,6656.14,0.43023,0.66246,0.35211,0.86302,0.98087,0.99159,0.99336,0.97633,0.98087,0.99159,0.99336,0.90398,0.25205,0.42648,0.17011,0.78436,0.00640111,0.00640111,0.00640111
208,6689.11,0.41962,0.65265,0.34165,0.85894,0.98102,0.99097,0.99328,0.9745,0.9807,0.99064,0.99328,0.90337,0.25241,0.42658,0.17136,0.7843,0.00637116,0.00637116,0.00637116
209,6721.27,0.42041,0.65474,0.34399,0.85843,0.98175,0.9897,0.99334,0.97555,0.9815,0.98932,0.99334,0.90205,0.25333,0.42612,0.17324,0.78497,0.00634117,0.00634117,0.00634117
210,6754.48,0.42085,0.6547,0.34437,0.85801,0.97927,0.99192,0.99325,0.97586,0.97895,0.99159,0.99325,0.90314,0.2536,0.42544,0.17433,0.78498,0.00631112,0.00631112,0.00631112
211,6790.33,0.41786,0.65498,0.34,0.85831,0.97898,0.99081,0.99322,0.97554,0.97866,0.99049,0.99322,0.90249,0.25274,0.42477,0.17341,0.78478,0.00628101,0.00628101,0.00628101
212,6822.17,0.41903,0.6601,0.33995,0.85755,0.9816,0.99194,0.99481,0.97706,0.98141,0.99132,0.99318,0.90227,0.25263,0.42402,0.17215,0.78458,0.00625087,0.00625087,0.00625087
213,6854.53,0.42533,0.66147,0.34437,0.86099,0.98039,0.99205,0.99481,0.97625,0.98034,0.99156,0.99327,0.90244,0.25246,0.42373,0.17257,0.78419,0.00622067,0.00622067,0.00622067
214,6890.12,0.42076,0.65165,0.34097,0.85911,0.98053,0.99142,0.9933,0.97675,0.98053,0.99142,0.9933,0.90285,0.25045,0.42212,0.17245,0.78342,0.00619043,0.00619043,0.00619043
215,6922.62,0.41271,0.64495,0.33736,0.85354,0.98065,0.99136,0.99326,0.97645,0.97767,0.98883,0.99124,0.90283,0.24892,0.42125,0.17264,0.7831,0.00616014,0.00616014,0.00616014
216,6956.13,0.41717,0.64912,0.33462,0.85867,0.98079,0.99118,0.99326,0.97709,0.97787,0.98867,0.99128,0.90292,0.24912,0.42067,0.17228,0.78289,0.00612981,0.00612981,0.00612981
217,6989.03,0.41764,0.64705,0.33799,0.8601,0.98049,0.9914,0.99326,0.97753,0.97762,0.98881,0.99128,0.90453,0.24929,0.41998,0.17194,0.78304,0.00609944,0.00609944,0.00609944
218,7021.74,0.41485,0.65686,0.33636,0.85701,0.98005,0.99176,0.99326,0.97716,0.97716,0.98915,0.99128,0.90365,0.24985,0.41951,0.17106,0.78285,0.00606902,0.00606902,0.00606902
219,7054.32,0.41768,0.6437,0.33886,0.85682,0.9803,0.99166,0.99412,0.97677,0.97751,0.98901,0.99114,0.90366,0.24925,0.41871,0.17005,0.78268,0.00603856,0.00603856,0.00603856
220,7086.42,0.41801,0.65365,0.33898,0.85814,0.98161,0.99023,0.99322,0.97607,0.97876,0.98768,0.99119,0.90385,0.24794,0.41681,0.16965,0.78271,0.00600807,0.00600807,0.00600807
221,7120.22,0.41275,0.64098,0.33569,0.85566,0.98265,0.98982,0.99322,0.97661,0.97975,0.98722,0.99119,0.90468,0.24765,0.41645,0.17035,0.78284,0.00597754,0.00597754,0.00597754
222,7152.91,0.41136,0.64841,0.33494,0.85851,0.98195,0.98997,0.99402,0.97684,0.97901,0.9874,0.99099,0.90372,0.24737,0.41728,0.16869,0.78308,0.00594697,0.00594697,0.00594697
223,7185.33,0.4156,0.65054,0.32976,0.8569,0.98159,0.9907,0.99326,0.97636,0.9788,0.98805,0.99128,0.90416,0.24724,0.4169,0.1682,0.78288,0.00591636,0.00591636,0.00591636
224,7218.82,0.40745,0.62954,0.32741,0.85767,0.98237,0.99096,0.99318,0.9767,0.97958,0.98831,0.99115,0.90556,0.24692,0.4173,0.16745,0.78259,0.00588573,0.00588573,0.00588573
225,7251.51,0.41469,0.63664,0.33024,0.85212,0.98142,0.99194,0.99326,0.97611,0.97862,0.98929,0.99124,0.90558,0.24692,0.41639,0.16711,0.78233,0.00585505,0.00585505,0.00585505
226,7278.89,0.40754,0.64231,0.32974,0.85284,0.98257,0.99082,0.99318,0.9764,0.97963,0.98838,0.99115,0.90413,0.24703,0.41612,0.16627,0.78237,0.00582435,0.00582435,0.00582435
227,7310.32,0.41139,0.64543,0.33014,0.85658,0.98367,0.99068,0.99318,0.97633,0.98079,0.98807,0.99115,0.90401,0.24577,0.41566,0.16549,0.78226,0.00579362,0.00579362,0.00579362
228,7344.4,0.41371,0.65186,0.33264,0.85771,0.98392,0.99054,0.99318,0.97599,0.98103,0.98793,0.99115,0.9052,0.24522,0.41582,0.16558,0.78194,0.00576285,0.00576285,0.00576285
229,7380.63,0.41323,0.65133,0.3276,0.85296,0.98391,0.99033,0.99307,0.9766,0.98103,0.98771,0.99094,0.90506,0.24504,0.41486,0.16442,0.78174,0.00573206,0.00573206,0.00573206
230,7415.9,0.40814,0.63512,0.32691,0.85626,0.98468,0.99018,0.99311,0.97684,0.98189,0.98754,0.99101,0.9068,0.24454,0.41407,0.16411,0.78127,0.00570124,0.00570124,0.00570124
231,7451.92,0.4076,0.62862,0.32672,0.85536,0.98547,0.99014,0.99307,0.97628,0.98267,0.98749,0.99094,0.90626,0.24467,0.41287,0.1634,0.78147,0.0056704,0.0056704,0.0056704
232,7487.74,0.40107,0.63028,0.3194,0.85293,0.98572,0.98992,0.99307,0.97713,0.98284,0.98731,0.99094,0.90665,0.24314,0.41141,0.16315,0.78161,0.00563953,0.00563953,0.00563953
233,7521.02,0.40939,0.63662,0.33217,0.85557,0.98645,0.98978,0.99311,0.97784,0.98339,0.98676,0.99084,0.90639,0.2423,0.41143,0.16327,0.78141,0.00560864,0.00560864,0.00560864
234,7554.48,0.40734,0.64092,0.32785,0.85335,0.98581,0.99006,0.99318,0.97796,0.98302,0.98741,0.99095,0.90612,0.24184,0.41111,0.16257,0.78138,0.00557773,0.00557773,0.00557773
235,7588.45,0.41027,0.64293,0.33522,0.85713,0.98509,0.99009,0.99406,0.97824,0.98229,0.98744,0.99103,0.90544,0.24179,0.41047,0.16268,0.78135,0.00554679,0.00554679,0.00554679
236,7622.85,0.41285,0.63333,0.32475,0.85834,0.98496,0.98993,0.99307,0.97793,0.98216,0.98729,0.99078,0.90495,0.24219,0.4104,0.16311,0.78145,0.00551584,0.00551584,0.00551584
237,7657.19,0.40316,0.62238,0.31898,0.85467,0.98565,0.99002,0.99307,0.97815,0.98275,0.98742,0.99077,0.90607,0.24212,0.41006,0.16228,0.78136,0.00548486,0.00548486,0.00548486
238,7691.21,0.40636,0.63483,0.32162,0.85465,0.98615,0.98994,0.99314,0.97801,0.98335,0.9873,0.99088,0.90533,0.24139,0.40953,0.16223,0.78127,0.00545387,0.00545387,0.00545387
239,7726.84,0.40376,0.63298,0.32755,0.85165,0.98638,0.99017,0.99318,0.97785,0.9835,0.98755,0.99095,0.90526,0.24103,0.40889,0.16196,0.78145,0.00542287,0.00542287,0.00542287
240,7762.36,0.40547,0.63598,0.32004,0.85598,0.9861,0.9902,0.99314,0.97728,0.9833,0.98756,0.99088,0.90689,0.2407,0.40763,0.16158,0.78133,0.00539185,0.00539185,0.00539185
241,7796.72,0.40602,0.63497,0.32411,0.85392,0.9845,0.99041,0.99308,0.97757,0.9817,0.98776,0.99075,0.906,0.24026,0.40738,0.16192,0.78138,0.00536081,0.00536081,0.00536081
242,7831.42,0.40303,0.63001,0.32577,0.85379,0.9837,0.99056,0.99311,0.97828,0.9809,0.98791,0.99081,0.90578,0.24009,0.40713,0.16292,0.78131,0.00532977,0.00532977,0.00532977
243,7865.39,0.40144,0.62661,0.3209,0.85079,0.98342,0.99074,0.99314,0.97766,0.98062,0.98809,0.99104,0.90639,0.23961,0.40692,0.16366,0.78125,0.00529871,0.00529871,0.00529871
244,7899.28,0.3992,0.63072,0.31637,0.85212,0.98353,0.99068,0.99307,0.97734,0.98065,0.98807,0.99094,0.9065,0.23948,0.40722,0.16317,0.78149,0.00526764,0.00526764,0.00526764
245,7933.52,0.40392,0.62678,0.32058,0.85392,0.98349,0.99041,0.9931,0.97776,0.98062,0.9878,0.991,0.90687,0.23917,0.4077,0.16343,0.78152,0.00523657,0.00523657,0.00523657
246,7966.95,0.40416,0.62304,0.31681,0.85502,0.98365,0.99051,0.99306,0.97742,0.98086,0.98787,0.99096,0.90625,0.23883,0.40779,0.16388,0.78146,0.00520548,0.00520548,0.00520548
247,8001.92,0.4022,0.63509,0.31793,0.85275,0.98266,0.99057,0.99306,0.97771,0.97987,0.98793,0.99096,0.90652,0.23831,0.40841,0.16443,0.78138,0.00517439,0.00517439,0.00517439
248,8037,0.39615,0.63062,0.31464,0.85055,0.98252,0.99051,0.99307,0.97795,0.97972,0.98786,0.99094,0.9076,0.23802,0.40845,0.16467,0.78152,0.0051433,0.0051433,0.0051433
249,8071.42,0.40295,0.63215,0.31686,0.85401,0.98237,0.99061,0.99305,0.97754,0.97957,0.98796,0.99088,0.90705,0.23735,0.40819,0.16496,0.78138,0.0051122,0.0051122,0.0051122
250,8104.86,0.39846,0.62335,0.31903,0.8508,0.98212,0.99052,0.99305,0.97767,0.97932,0.98787,0.99088,0.90577,0.23614,0.40758,0.1636,0.781,0.0050811,0.0050811,0.0050811
251,8137.12,0.39938,0.62543,0.31706,0.85203,0.98211,0.99058,0.99305,0.97784,0.97931,0.98794,0.99088,0.90723,0.23539,0.40729,0.16293,0.78096,0.00505,0.00505,0.00505
252,8172.9,0.39692,0.62521,0.31148,0.85324,0.98223,0.99064,0.99307,0.97794,0.97944,0.98799,0.99094,0.90502,0.23482,0.40676,0.16254,0.78064,0.0050189,0.0050189,0.0050189
253,8206.43,0.39699,0.62359,0.31075,0.85225,0.98235,0.99064,0.99311,0.97865,0.97955,0.988,0.99101,0.90599,0.23407,0.40631,0.16215,0.78039,0.0049878,0.0049878,0.0049878
254,8239.22,0.39385,0.62334,0.3142,0.85318,0.98251,0.99058,0.99314,0.97922,0.97972,0.98793,0.99108,0.90585,0.23357,0.4053,0.16171,0.78028,0.0049567,0.0049567,0.0049567
255,8273.56,0.40093,0.62647,0.31457,0.85407,0.98205,0.9907,0.99311,0.97904,0.97927,0.98806,0.99101,0.90637,0.23347,0.40477,0.16207,0.7801,0.00492561,0.00492561,0.00492561
256,8307.21,0.39814,0.62925,0.31272,0.85327,0.98204,0.99071,0.99314,0.97913,0.97917,0.98809,0.99108,0.90638,0.23287,0.40441,0.1616,0.78021,0.00489452,0.00489452,0.00489452
257,8339.83,0.39374,0.61107,0.31036,0.84978,0.98198,0.99066,0.99318,0.97923,0.97919,0.98802,0.99099,0.90786,0.23255,0.40408,0.16039,0.78005,0.00486343,0.00486343,0.00486343
258,8374.25,0.39746,0.61369,0.31382,0.85459,0.98207,0.99065,0.99314,0.97908,0.97919,0.98803,0.99091,0.90774,0.23137,0.40343,0.16116,0.77989,0.00483236,0.00483236,0.00483236
