epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
259,8407.14,0.39398,0.61118,0.31083,0.85218,0.98188,0.99059,0.99322,0.97904,0.97909,0.98795,0.99107,0.90744,0.23069,0.40315,0.16143,0.77951,0.00480129,0.00480129,0.00480129
260,8440.92,0.39755,0.63217,0.30703,0.85398,0.98208,0.99054,0.99318,0.97996,0.98208,0.99054,0.99318,0.90814,0.23031,0.40272,0.16055,0.77948,0.00477023,0.00477023,0.00477023
261,8475.37,0.39606,0.61706,0.30879,0.84962,0.98218,0.99066,0.99314,0.97929,0.98218,0.99066,0.99314,0.90765,0.23018,0.40243,0.15981,0.77954,0.00473919,0.00473919,0.00473919
262,8512.16,0.3908,0.61378,0.30838,0.8522,0.98242,0.99072,0.99314,0.97866,0.98242,0.99072,0.99314,0.90869,0.23033,0.40243,0.15914,0.77963,0.00470815,0.00470815,0.00470815
263,8546.54,0.39563,0.61323,0.30686,0.84966,0.98279,0.99058,0.99318,0.97904,0.98279,0.99058,0.99318,0.90854,0.23047,0.40231,0.15893,0.7798,0.00467713,0.00467713,0.00467713
264,8579.51,0.39102,0.60171,0.3045,0.85013,0.98301,0.99044,0.99326,0.97911,0.98301,0.99044,0.99326,0.90955,0.23078,0.40222,0.15685,0.7798,0.00464613,0.00464613,0.00464613
265,8612.46,0.38935,0.60859,0.3106,0.8498,0.98294,0.99044,0.99326,0.97894,0.98294,0.99044,0.99326,0.90846,0.23011,0.4019,0.15728,0.77959,0.00461514,0.00461514,0.00461514
266,8646.33,0.39712,0.61861,0.31058,0.85349,0.97938,0.99451,0.99322,0.97914,0.97938,0.99451,0.99322,0.90899,0.23019,0.40125,0.15832,0.77955,0.00458416,0.00458416,0.00458416
267,8679.39,0.39053,0.6064,0.30364,0.84982,0.97921,0.99481,0.99322,0.97936,0.97921,0.99481,0.99322,0.90932,0.23013,0.40142,0.15863,0.77956,0.00455321,0.00455321,0.00455321
268,8711.98,0.39605,0.62538,0.30804,0.84982,0.97911,0.99492,0.99322,0.97911,0.97911,0.99492,0.99322,0.90832,0.22978,0.40104,0.15862,0.77933,0.00452227,0.00452227,0.00452227
269,8745.17,0.39456,0.62013,0.30848,0.85189,0.97935,0.99494,0.99318,0.97941,0.97935,0.99494,0.99318,0.90822,0.22968,0.4007,0.15914,0.77918,0.00449136,0.00449136,0.00449136
270,8777.18,0.39149,0.6151,0.30715,0.84858,0.97945,0.99515,0.9933,0.98024,0.97945,0.99515,0.9933,0.9098,0.22976,0.40048,0.15853,0.77912,0.00446047,0.00446047,0.00446047
271,8810.51,0.38921,0.61375,0.30539,0.84752,0.9795,0.99545,0.9933,0.98065,0.9795,0.99545,0.9933,0.90917,0.22964,0.40023,0.15714,0.77913,0.0044296,0.0044296,0.0044296
272,8843.99,0.39237,0.61566,0.30347,0.85146,0.97954,0.99538,0.9933,0.97996,0.97954,0.99538,0.9933,0.9095,0.22936,0.40006,0.15705,0.77913,0.00439876,0.00439876,0.00439876
273,8878.37,0.38972,0.61046,0.30242,0.84913,0.97953,0.99539,0.9933,0.97967,0.97953,0.99539,0.9933,0.90976,0.22893,0.39998,0.15762,0.7791,0.00436794,0.00436794,0.00436794
274,8911.42,0.3898,0.61207,0.30803,0.84861,0.97974,0.99521,0.9933,0.98006,0.97974,0.99521,0.9933,0.90881,0.22881,0.3998,0.15744,0.77912,0.00433715,0.00433715,0.00433715
275,8943.05,0.38798,0.60396,0.30197,0.85109,0.97957,0.99524,0.99326,0.97976,0.97957,0.99524,0.99326,0.90807,0.22822,0.39946,0.15793,0.7789,0.00430638,0.00430638,0.00430638
276,8974.93,0.38687,0.60053,0.30288,0.84848,0.97958,0.99527,0.99326,0.97974,0.97958,0.99527,0.99326,0.9082,0.22775,0.39939,0.15796,0.77878,0.00427565,0.00427565,0.00427565
277,9011.98,0.38769,0.61034,0.29784,0.84853,0.97977,0.99508,0.9933,0.98029,0.97977,0.99508,0.9933,0.90737,0.22782,0.3989,0.15748,0.77881,0.00424495,0.00424495,0.00424495
278,9049.47,0.39032,0.61001,0.30623,0.85344,0.97981,0.99505,0.99326,0.98019,0.97981,0.99505,0.99326,0.90743,0.22758,0.3988,0.15731,0.7788,0.00421427,0.00421427,0.00421427
279,9090.03,0.38469,0.5946,0.29519,0.8496,0.9799,0.99502,0.99326,0.97972,0.9799,0.99502,0.99326,0.90721,0.22779,0.39887,0.15853,0.77891,0.00418364,0.00418364,0.00418364
280,9127.55,0.38956,0.60696,0.30652,0.85359,0.97991,0.99508,0.99326,0.97948,0.97991,0.99508,0.99326,0.90709,0.22765,0.39882,0.1575,0.77885,0.00415303,0.00415303,0.00415303
281,9166.03,0.39138,0.61454,0.30588,0.85296,0.97977,0.9952,0.99326,0.97906,0.97977,0.9952,0.99326,0.90705,0.22779,0.39863,0.15712,0.77871,0.00412246,0.00412246,0.00412246
282,9202.85,0.38229,0.59136,0.29749,0.84607,0.97987,0.99513,0.99326,0.97873,0.97705,0.99248,0.99111,0.90714,0.22783,0.39849,0.15758,0.77859,0.00409193,0.00409193,0.00409193
283,9237.06,0.38541,0.60394,0.30017,0.85011,0.98005,0.99516,0.99326,0.97934,0.97718,0.99258,0.99097,0.90751,0.22824,0.39816,0.15728,0.7787,0.00406144,0.00406144,0.00406144
284,9272.27,0.38569,0.60971,0.29815,0.84951,0.98003,0.99543,0.99326,0.9794,0.97721,0.99278,0.99097,0.90683,0.22817,0.398,0.15743,0.77857,0.00403098,0.00403098,0.00403098
285,9306.79,0.38628,0.60714,0.29912,0.85024,0.98011,0.99556,0.99322,0.97997,0.97728,0.99292,0.99072,0.90703,0.22826,0.39789,0.15731,0.77842,0.00400056,0.00400056,0.00400056
286,9340.61,0.37897,0.60105,0.29717,0.84791,0.98042,0.99542,0.99322,0.98038,0.9776,0.99277,0.99072,0.90767,0.22821,0.39772,0.1563,0.77849,0.00397019,0.00397019,0.00397019
287,9374.37,0.38142,0.60884,0.29238,0.84737,0.9805,0.99548,0.99322,0.98011,0.97767,0.99284,0.99072,0.90766,0.22771,0.39742,0.15655,0.7783,0.00393986,0.00393986,0.00393986
288,9408.59,0.38369,0.59201,0.29392,0.84661,0.98063,0.99556,0.99322,0.97997,0.97774,0.99299,0.99072,0.9085,0.22746,0.39712,0.15609,0.77827,0.00390957,0.00390957,0.00390957
289,9440.78,0.38423,0.61165,0.29446,0.84776,0.98068,0.9957,0.99318,0.98066,0.97786,0.99306,0.99064,0.9083,0.22689,0.39677,0.15635,0.77812,0.00387933,0.00387933,0.00387933
290,9477.48,0.3813,0.59714,0.2935,0.84916,0.98099,0.9955,0.99318,0.9798,0.97817,0.99286,0.99064,0.90884,0.22677,0.39616,0.15633,0.77801,0.00384913,0.00384913,0.00384913
291,9512.92,0.3803,0.59834,0.29489,0.84741,0.98145,0.99561,0.99315,0.98053,0.97863,0.99296,0.99057,0.90925,0.22653,0.39612,0.15543,0.7779,0.00381899,0.00381899,0.00381899
292,9547.31,0.38064,0.60471,0.29593,0.84698,0.98154,0.99553,0.99315,0.98063,0.97866,0.99297,0.99057,0.90887,0.2265,0.39582,0.15493,0.77778,0.00378888,0.00378888,0.00378888
293,9581.42,0.3781,0.59409,0.2917,0.84539,0.98167,0.99559,0.99315,0.98057,0.97879,0.99304,0.99057,0.90899,0.22642,0.39582,0.15519,0.77772,0.00375883,0.00375883,0.00375883
294,9615.98,0.37973,0.60449,0.29204,0.84788,0.98173,0.99578,0.99315,0.98061,0.97891,0.99313,0.99057,0.90949,0.22643,0.39556,0.15472,0.77789,0.00372884,0.00372884,0.00372884
295,9654.18,0.37787,0.59464,0.29493,0.84624,0.98174,0.99578,0.99315,0.98137,0.97892,0.99314,0.99057,0.91021,0.22611,0.39534,0.15594,0.77782,0.00369889,0.00369889,0.00369889
296,9687.83,0.37974,0.59499,0.29368,0.84569,0.98189,0.99536,0.99311,0.98087,0.97901,0.99284,0.99053,0.90965,0.22564,0.39507,0.15434,0.77775,0.00366899,0.00366899,0.00366899
297,9721.25,0.37536,0.58894,0.28954,0.84572,0.98197,0.99527,0.99314,0.98101,0.97915,0.99263,0.9906,0.90919,0.22552,0.39485,0.15409,0.77769,0.00363915,0.00363915,0.00363915
298,9758.65,0.37753,0.59551,0.29101,0.84654,0.98211,0.99494,0.99311,0.98114,0.97929,0.99229,0.99053,0.90997,0.2255,0.39456,0.15314,0.77761,0.00360937,0.00360937,0.00360937
299,9792.54,0.3803,0.6043,0.29197,0.8476,0.9824,0.9945,0.99311,0.98126,0.97958,0.99186,0.99053,0.90929,0.22514,0.39427,0.15355,0.77745,0.00357964,0.00357964,0.00357964
300,9826.57,0.37471,0.59341,0.29155,0.84367,0.98275,0.99405,0.99314,0.98078,0.97987,0.9915,0.9906,0.90986,0.225,0.39395,0.15405,0.7772,0.00354998,0.00354998,0.00354998
301,9859.29,0.3732,0.58926,0.2821,0.84532,0.98306,0.99372,0.99322,0.98087,0.98024,0.99108,0.99076,0.90988,0.22496,0.39332,0.15406,0.7772,0.00352037,0.00352037,0.00352037
302,9893.46,0.37668,0.58633,0.28559,0.84725,0.98341,0.99368,0.99322,0.9814,0.9806,0.99103,0.99076,0.91055,0.22492,0.39294,0.15416,0.77717,0.00349082,0.00349082,0.00349082
303,9928.02,0.37729,0.59025,0.29072,0.84659,0.98395,0.99316,0.99326,0.98157,0.98106,0.99059,0.99085,0.91078,0.22453,0.39276,0.15385,0.77712,0.00346133,0.00346133,0.00346133
304,9962.15,0.37663,0.58618,0.28707,0.84546,0.9842,0.99304,0.99326,0.98165,0.98131,0.99046,0.99085,0.91139,0.22425,0.39252,0.15392,0.77693,0.0034319,0.0034319,0.0034319
305,9995.61,0.37359,0.58871,0.28839,0.8438,0.98433,0.99308,0.99326,0.98166,0.98152,0.99043,0.99085,0.91181,0.22403,0.39224,0.15347,0.7768,0.00340254,0.00340254,0.00340254
306,10030.2,0.37532,0.59226,0.29026,0.84374,0.98441,0.99315,0.9933,0.98149,0.98152,0.99058,0.99089,0.91119,0.22411,0.39219,0.1536,0.77673,0.00337325,0.00337325,0.00337325
307,10063.9,0.3751,0.58696,0.28287,0.84702,0.98437,0.99324,0.99326,0.98182,0.98148,0.99068,0.99085,0.91168,0.22379,0.39198,0.15392,0.77676,0.00334402,0.00334402,0.00334402
308,10097.5,0.36855,0.58504,0.28262,0.84306,0.98439,0.9934,0.9933,0.98164,0.98157,0.99076,0.99089,0.91195,0.22335,0.3917,0.15329,0.77671,0.00331486,0.00331486,0.00331486
309,10132.4,0.37224,0.57954,0.28236,0.84585,0.98436,0.99351,0.9933,0.9819,0.98155,0.99086,0.99089,0.91137,0.22363,0.39146,0.15431,0.77661,0.00328576,0.00328576,0.00328576
310,10167.9,0.37284,0.58657,0.28412,0.84582,0.9844,0.99364,0.9933,0.98144,0.98152,0.99106,0.99089,0.91142,0.22332,0.39135,0.15428,0.7766,0.00325674,0.00325674,0.00325674
311,10202,0.37225,0.59241,0.28621,0.84558,0.98443,0.99362,0.9933,0.98206,0.98162,0.99098,0.99089,0.91195,0.22326,0.39115,0.15386,0.77652,0.00322778,0.00322778,0.00322778
312,10242.5,0.36535,0.58084,0.28192,0.84175,0.9845,0.99363,0.9933,0.98198,0.98162,0.99105,0.99089,0.91198,0.22303,0.39092,0.15378,0.77643,0.0031989,0.0031989,0.0031989
313,10279.7,0.37112,0.58767,0.28313,0.84604,0.98455,0.99363,0.9933,0.98172,0.98167,0.99105,0.99089,0.91165,0.2228,0.39064,0.15372,0.77636,0.00317009,0.00317009,0.00317009
314,10313.7,0.37302,0.59208,0.28574,0.84565,0.98449,0.99365,0.9933,0.98193,0.9816,0.99107,0.99089,0.91232,0.22287,0.3904,0.15354,0.77628,0.00314136,0.00314136,0.00314136
315,10346.1,0.37272,0.58303,0.28798,0.84683,0.98453,0.99366,0.9933,0.98189,0.98165,0.99108,0.99089,0.91225,0.22259,0.39047,0.15352,0.77626,0.0031127,0.0031127,0.0031127
316,10379.6,0.36654,0.57991,0.27974,0.84383,0.98455,0.9936,0.9933,0.98196,0.98167,0.99101,0.99089,0.91162,0.22236,0.39007,0.15379,0.77624,0.00308412,0.00308412,0.00308412
317,10412.1,0.36157,0.57017,0.27856,0.84335,0.98467,0.99361,0.9933,0.98167,0.98178,0.99102,0.99089,0.9121,0.22233,0.3902,0.15381,0.77619,0.00305561,0.00305561,0.00305561
318,10446.1,0.36502,0.57578,0.28047,0.84258,0.98477,0.99357,0.99334,0.98164,0.98188,0.99098,0.99093,0.9118,0.22229,0.38993,0.15369,0.7762,0.00302719,0.00302719,0.00302719
319,10478.7,0.3679,0.57881,0.28223,0.84307,0.98476,0.99369,0.99338,0.98239,0.98194,0.99105,0.99097,0.91149,0.22201,0.38973,0.15292,0.77603,0.00299884,0.00299884,0.00299884
320,10515.7,0.36982,0.57924,0.27916,0.84268,0.98468,0.99379,0.99342,0.98235,0.98187,0.99115,0.99101,0.9115,0.22176,0.3896,0.15337,0.77591,0.00297058,0.00297058,0.00297058
321,10550.9,0.36588,0.5815,0.27966,0.84247,0.98482,0.9938,0.99351,0.98235,0.98194,0.99121,0.99115,0.91105,0.22173,0.38941,0.15324,0.77591,0.00294239,0.00294239,0.00294239
322,10585.6,0.36711,0.58173,0.27996,0.84494,0.98485,0.99388,0.99351,0.98254,0.98204,0.99123,0.99115,0.91213,0.22152,0.38921,0.15315,0.77588,0.00291429,0.00291429,0.00291429
323,10618.9,0.36645,0.5796,0.28015,0.84246,0.98493,0.9939,0.99351,0.98235,0.98205,0.99131,0.99115,0.91221,0.22135,0.38927,0.15311,0.7759,0.00288628,0.00288628,0.00288628
324,10646.6,0.36329,0.58404,0.27574,0.84295,0.9849,0.99394,0.99351,0.98279,0.9821,0.9913,0.99115,0.91244,0.22126,0.389,0.15312,0.77591,0.00285835,0.00285835,0.00285835
325,10678.3,0.37007,0.57468,0.28396,0.84427,0.98496,0.99395,0.99351,0.98273,0.98216,0.99131,0.99115,0.91279,0.22109,0.38879,0.15327,0.77585,0.0028305,0.0028305,0.0028305
326,10712.7,0.36863,0.57549,0.27991,0.84523,0.98501,0.99395,0.99351,0.98246,0.98215,0.99136,0.99115,0.91224,0.22091,0.38863,0.1529,0.77584,0.00280275,0.00280275,0.00280275
327,10749.7,0.36325,0.57817,0.27544,0.8443,0.98507,0.99394,0.99351,0.98257,0.9822,0.99134,0.99115,0.91255,0.22077,0.38805,0.15246,0.77574,0.00277508,0.00277508,0.00277508
328,10789.4,0.36013,0.57223,0.2755,0.84297,0.98506,0.99397,0.99351,0.98253,0.98219,0.99137,0.99115,0.91167,0.22084,0.38785,0.15314,0.77565,0.0027475,0.0027475,0.0027475
329,10827.8,0.3676,0.57745,0.27889,0.84413,0.98503,0.99399,0.99351,0.98245,0.98222,0.99135,0.99115,0.91207,0.22057,0.38778,0.15352,0.77561,0.00272002,0.00272002,0.00272002
330,10865,0.36157,0.57286,0.27024,0.84262,0.98509,0.99392,0.99351,0.98284,0.98229,0.99128,0.99115,0.91202,0.22034,0.38744,0.15416,0.77547,0.00269262,0.00269262,0.00269262
331,10901.7,0.36449,0.57487,0.2742,0.84548,0.98516,0.99389,0.99351,0.98283,0.98229,0.9913,0.99115,0.91166,0.22047,0.38723,0.15373,0.77544,0.00266532,0.00266532,0.00266532
332,10939.5,0.35926,0.5675,0.27214,0.8398,0.9852,0.99389,0.99351,0.98272,0.98233,0.9913,0.99115,0.91255,0.22053,0.38721,0.15342,0.77553,0.00263811,0.00263811,0.00263811
333,10974,0.3615,0.56771,0.2696,0.84231,0.98516,0.99395,0.99351,0.98258,0.98236,0.99131,0.99115,0.91197,0.22045,0.38704,0.15413,0.77547,0.002611,0.002611,0.002611
334,11010.8,0.35599,0.56531,0.27107,0.84191,0.98518,0.99394,0.99351,0.98262,0.98231,0.99135,0.99115,0.91213,0.22032,0.38689,0.15393,0.77541,0.00258398,0.00258398,0.00258398
335,11046.3,0.36532,0.58919,0.27755,0.84327,0.9852,0.99402,0.99351,0.98264,0.9824,0.99137,0.99115,0.91328,0.22038,0.38664,0.15387,0.77546,0.00255707,0.00255707,0.00255707
336,11080.6,0.36298,0.57303,0.2718,0.84485,0.98528,0.99399,0.99351,0.98292,0.98248,0.99134,0.99115,0.91371,0.22018,0.38636,0.1542,0.7753,0.00253024,0.00253024,0.00253024
337,11116.4,0.35814,0.56861,0.26978,0.84163,0.98528,0.99402,0.99351,0.98255,0.98248,0.99137,0.99115,0.91316,0.22017,0.38626,0.15426,0.77519,0.00250352,0.00250352,0.00250352
338,11151.7,0.35584,0.5669,0.27004,0.84058,0.98536,0.99401,0.99351,0.98271,0.98256,0.99136,0.99115,0.91312,0.22002,0.386,0.15434,0.77524,0.0024769,0.0024769,0.0024769
339,11187,0.3626,0.57386,0.27097,0.84436,0.98547,0.99391,0.99351,0.98262,0.9826,0.99132,0.99115,0.91339,0.22002,0.386,0.15416,0.77523,0.00245039,0.00245039,0.00245039
340,11222.5,0.36257,0.5765,0.27358,0.84385,0.98542,0.99398,0.99351,0.98268,0.98256,0.99139,0.99115,0.91319,0.22001,0.3858,0.15446,0.77518,0.00242397,0.00242397,0.00242397
341,11257.9,0.35872,0.56978,0.27194,0.84257,0.98544,0.99399,0.99351,0.98255,0.98264,0.99135,0.99115,0.91374,0.2199,0.38575,0.15447,0.7751,0.00239766,0.00239766,0.00239766
342,11296.3,0.35803,0.56662,0.26781,0.84002,0.98555,0.99395,0.99351,0.98245,0.98268,0.99136,0.99115,0.91287,0.21988,0.38551,0.15463,0.77515,0.00237145,0.00237145,0.00237145
343,11330.3,0.35959,0.56258,0.26822,0.84042,0.9855,0.99398,0.99351,0.98239,0.98264,0.99139,0.99115,0.91345,0.21973,0.38536,0.15449,0.77513,0.00234535,0.00234535,0.00234535
344,11366.6,0.35516,0.56532,0.2644,0.84043,0.98555,0.994,0.99351,0.98243,0.98274,0.99135,0.99115,0.91357,0.21982,0.38535,0.15496,0.775,0.00231935,0.00231935,0.00231935
345,11402.5,0.35505,0.55328,0.26342,0.84,0.98563,0.99399,0.99351,0.98233,0.98277,0.9914,0.99115,0.91388,0.21979,0.38521,0.15486,0.77502,0.00229347,0.00229347,0.00229347
346,11439,0.35325,0.56399,0.26706,0.83743,0.98566,0.99404,0.99346,0.98235,0.9828,0.99144,0.99105,0.91447,0.21967,0.38491,0.15493,0.775,0.00226769,0.00226769,0.00226769
347,11476.3,0.35603,0.56366,0.26715,0.8419,0.98569,0.99402,0.99346,0.98259,0.98283,0.99143,0.99105,0.91436,0.21995,0.38476,0.15451,0.77505,0.00224202,0.00224202,0.00224202
348,11515.1,0.352,0.54928,0.26335,0.83984,0.98577,0.99399,0.99346,0.9827,0.98291,0.99141,0.99105,0.9133,0.21961,0.38457,0.1544,0.77494,0.00221646,0.00221646,0.00221646
349,11552.1,0.35788,0.56981,0.26906,0.84154,0.98574,0.99406,0.99346,0.98276,0.98294,0.99142,0.99105,0.91337,0.21969,0.38458,0.15419,0.77493,0.00219102,0.00219102,0.00219102
350,11588.5,0.35355,0.55956,0.26671,0.84119,0.98581,0.99403,0.99346,0.98273,0.98295,0.99142,0.99105,0.91364,0.21954,0.38443,0.15402,0.77495,0.00216568,0.00216568,0.00216568
351,11624.8,0.35417,0.55884,0.26198,0.84212,0.98586,0.994,0.99346,0.98249,0.98299,0.99139,0.99105,0.9131,0.21954,0.38426,0.15392,0.77493,0.00214046,0.00214046,0.00214046
352,11661.4,0.35455,0.55906,0.26335,0.839,0.98583,0.994,0.99342,0.98257,0.98297,0.9914,0.99096,0.91288,0.21958,0.38407,0.15417,0.77496,0.00211536,0.00211536,0.00211536
353,11697.9,0.35184,0.55714,0.26443,0.84093,0.9859,0.99397,0.99342,0.98237,0.98303,0.99136,0.99096,0.91308,0.21938,0.38393,0.15437,0.77497,0.00209037,0.00209037,0.00209037
354,11735,0.35444,0.56043,0.26494,0.84259,0.9859,0.99397,0.99342,0.98237,0.98304,0.99136,0.99096,0.91278,0.21919,0.38376,0.15418,0.77486,0.0020655,0.0020655,0.0020655
355,11772.3,0.3491,0.56054,0.25761,0.84089,0.98591,0.99397,0.99346,0.98242,0.98304,0.99136,0.99122,0.91339,0.21922,0.38359,0.15375,0.77485,0.00204075,0.00204075,0.00204075
356,11808.4,0.35237,0.55938,0.26092,0.83947,0.98591,0.99397,0.99342,0.98247,0.98305,0.99136,0.99113,0.91333,0.21892,0.38349,0.15361,0.77479,0.00201611,0.00201611,0.00201611
357,11846.5,0.34824,0.55088,0.26019,0.8383,0.98592,0.99397,0.99342,0.98248,0.98305,0.99137,0.99113,0.91321,0.219,0.38324,0.15342,0.77487,0.00199159,0.00199159,0.00199159
358,11882.9,0.35152,0.55727,0.26328,0.83928,0.98594,0.99401,0.99342,0.98247,0.98307,0.9914,0.99113,0.91305,0.21875,0.38326,0.1529,0.77483,0.0019672,0.0019672,0.0019672
359,11917.5,0.35199,0.55938,0.25936,0.83992,0.98601,0.99395,0.99342,0.98236,0.98315,0.99134,0.99127,0.91319,0.21878,0.38309,0.15285,0.77482,0.00194293,0.00194293,0.00194293
360,11951.9,0.35182,0.55886,0.2648,0.8397,0.98603,0.99395,0.99342,0.9823,0.98316,0.99134,0.99127,0.9119,0.21851,0.38275,0.15276,0.77477,0.00191878,0.00191878,0.00191878
361,11986.8,0.34809,0.54978,0.26135,0.83761,0.98611,0.99395,0.99342,0.9829,0.98324,0.99134,0.99127,0.91213,0.21861,0.38266,0.15282,0.77478,0.00189475,0.00189475,0.00189475
362,12021.8,0.3459,0.55076,0.26065,0.8409,0.98604,0.99396,0.99342,0.98284,0.98318,0.99135,0.99127,0.91214,0.21831,0.38247,0.15219,0.77474,0.00187085,0.00187085,0.00187085
363,12057.9,0.34754,0.54578,0.25879,0.8396,0.98604,0.99396,0.99346,0.98294,0.98324,0.99131,0.99136,0.91269,0.21838,0.38232,0.15209,0.77472,0.00184707,0.00184707,0.00184707
364,12093.4,0.34978,0.55262,0.25999,0.84028,0.9861,0.99397,0.99346,0.98287,0.98323,0.99136,0.99136,0.913,0.21843,0.38221,0.15227,0.77467,0.00182342,0.00182342,0.00182342
365,12131.3,0.34761,0.54888,0.25674,0.83681,0.98616,0.9939,0.99346,0.98297,0.9833,0.99129,0.99136,0.91285,0.21813,0.38205,0.1522,0.77464,0.0017999,0.0017999,0.0017999
366,12172.4,0.35093,0.55788,0.25998,0.84095,0.98628,0.99387,0.99346,0.98312,0.98335,0.99129,0.99136,0.91258,0.21822,0.3819,0.15189,0.77459,0.00177651,0.00177651,0.00177651
367,12209.9,0.3504,0.55231,0.25968,0.83771,0.98627,0.99383,0.99346,0.98333,0.98347,0.99119,0.99136,0.91246,0.21799,0.38182,0.15194,0.7746,0.00175324,0.00175324,0.00175324
368,12247,0.34859,0.55944,0.25873,0.83984,0.98626,0.99384,0.99346,0.98314,0.98346,0.9912,0.99136,0.91252,0.21787,0.38172,0.15161,0.77451,0.00173011,0.00173011,0.00173011
369,12283.2,0.34465,0.54199,0.25071,0.84024,0.98632,0.9938,0.99346,0.98304,0.98352,0.99115,0.99136,0.91243,0.21789,0.38163,0.15214,0.77451,0.0017071,0.0017071,0.0017071
370,12315,0.34392,0.54689,0.25343,0.83726,0.98631,0.9938,0.9935,0.98322,0.98351,0.99115,0.9914,0.91243,0.2178,0.38151,0.15191,0.77446,0.00168423,0.00168423,0.00168423
371,12343.6,0.34517,0.54897,0.25495,0.83606,0.98632,0.99373,0.9935,0.98324,0.98346,0.99115,0.9914,0.91328,0.21777,0.38145,0.15214,0.77443,0.00166149,0.00166149,0.00166149
372,12380,0.34688,0.55275,0.25342,0.83904,0.98633,0.99373,0.9935,0.98317,0.98353,0.99109,0.9914,0.91325,0.21748,0.38137,0.15178,0.77441,0.00163889,0.00163889,0.00163889
373,12418.7,0.3444,0.54608,0.25242,0.83872,0.98624,0.99374,0.9935,0.98306,0.98344,0.99109,0.9914,0.91319,0.21735,0.38127,0.15259,0.77441,0.00161642,0.00161642,0.00161642
374,12455.3,0.33784,0.54551,0.25071,0.83623,0.98629,0.99368,0.9935,0.98316,0.98349,0.99104,0.9914,0.91342,0.21738,0.38109,0.15227,0.77438,0.00159408,0.00159408,0.00159408
375,12489.5,0.3414,0.54506,0.25157,0.84202,0.98636,0.99362,0.9935,0.98319,0.9835,0.99104,0.9914,0.91324,0.21718,0.381,0.15234,0.77431,0.00157188,0.00157188,0.00157188
376,12526,0.33945,0.53962,0.25273,0.83778,0.98633,0.99358,0.9935,0.98318,0.98353,0.99093,0.9914,0.91364,0.21718,0.38087,0.15273,0.77424,0.00154982,0.00154982,0.00154982
377,12559.9,0.34641,0.54972,0.25249,0.83761,0.98632,0.99366,0.9935,0.98325,0.98346,0.99107,0.9914,0.9137,0.21705,0.38075,0.15195,0.7742,0.0015279,0.0015279,0.0015279
378,12594,0.34349,0.5505,0.25483,0.83562,0.9863,0.99361,0.9935,0.98328,0.9835,0.99096,0.9914,0.9137,0.21728,0.38064,0.15218,0.77422,0.00150611,0.00150611,0.00150611
379,12632.5,0.3422,0.54465,0.25145,0.83796,0.98629,0.99363,0.9935,0.9833,0.98349,0.99098,0.9914,0.91368,0.21687,0.38051,0.15243,0.7742,0.00148447,0.00148447,0.00148447
380,12668.6,0.34612,0.54585,0.25171,0.83866,0.98627,0.99363,0.9935,0.98309,0.98347,0.99098,0.9914,0.9136,0.21677,0.38041,0.15284,0.77411,0.00146297,0.00146297,0.00146297
381,12705.5,0.33941,0.53934,0.24905,0.83658,0.98625,0.99366,0.9935,0.98308,0.98345,0.99101,0.9914,0.91395,0.21692,0.38034,0.15283,0.77408,0.00144161,0.00144161,0.00144161
382,12740.8,0.34092,0.53634,0.25208,0.83813,0.9863,0.99362,0.9935,0.98344,0.9835,0.99097,0.9914,0.9141,0.21705,0.38022,0.1533,0.77409,0.00142039,0.00142039,0.00142039
383,12773.3,0.33504,0.53309,0.25012,0.83769,0.98635,0.99362,0.9935,0.98324,0.98349,0.99103,0.9914,0.91463,0.21685,0.38011,0.15299,0.77407,0.00139931,0.00139931,0.00139931
384,12808.6,0.34157,0.53937,0.25233,0.83496,0.98631,0.9936,0.9935,0.98322,0.98352,0.99095,0.9914,0.91523,0.21675,0.38001,0.15275,0.77402,0.00137838,0.00137838,0.00137838
385,12843.6,0.34265,0.55098,0.2509,0.83725,0.98635,0.99355,0.99346,0.98349,0.98355,0.9909,0.99131,0.91471,0.21681,0.37992,0.15252,0.77401,0.00135759,0.00135759,0.00135759
386,12879.7,0.33977,0.53646,0.24717,0.83845,0.98639,0.99353,0.99346,0.98319,0.98353,0.99094,0.99131,0.91469,0.21669,0.37984,0.15232,0.77392,0.00133695,0.00133695,0.00133695
387,12914.7,0.33852,0.54614,0.2482,0.83637,0.98639,0.99354,0.99346,0.98321,0.98352,0.99094,0.99131,0.91453,0.21679,0.37978,0.15246,0.77395,0.00131646,0.00131646,0.00131646
388,12948.7,0.33439,0.54487,0.2448,0.83609,0.98635,0.99358,0.99346,0.98332,0.98349,0.99099,0.99131,0.91489,0.21658,0.37971,0.15266,0.77395,0.00129611,0.00129611,0.00129611
389,12980.7,0.33828,0.54189,0.24651,0.83821,0.98633,0.9936,0.99346,0.98313,0.98347,0.99101,0.99131,0.91444,0.21648,0.37964,0.15238,0.77395,0.00127591,0.00127591,0.00127591
390,13014.7,0.33946,0.54163,0.25124,0.83695,0.98631,0.99358,0.99346,0.98314,0.98352,0.99094,0.99131,0.91464,0.21665,0.37957,0.15256,0.7739,0.00125586,0.00125586,0.00125586
