track_id,X_x,X_y,X_z,mean_err,num_obs,used_obs
1,0.46914082459942447,0.029001111069744845,0.030803491125696053,0.002172728618249571,249,249
2,0.4522063094094546,0.13046506650037132,0.049720207831543024,0.0017917750664401854,249,249
