epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,2401.19,0.64721,0.58314,1.0285,0.92411,0.91455,0.94751,0.84046,0.53843,0.44589,0.9303,0.00715761,0.00715761,0.00715761
182,2414.33,0.64539,0.59384,1.03251,0.92403,0.92223,0.95431,0.84465,0.53723,0.43692,0.92642,0.00712942,0.00712942,0.00712942
183,2427.38,0.64075,0.5675,1.02604,0.93115,0.91681,0.95438,0.84505,0.5355,0.44058,0.92288,0.00710116,0.00710116,0.00710116
184,2440.36,0.62907,0.57509,1.00177,0.94226,0.9069,0.95227,0.84648,0.53154,0.44558,0.92503,0.00707281,0.00707281,0.00707281
185,2453.83,0.64035,0.59997,1.01851,0.91488,0.92505,0.95879,0.84375,0.54416,0.43367,0.93213,0.00704439,0.00704439,0.00704439
186,2467.62,0.67417,0.60044,1.04117,0.93202,0.92234,0.96215,0.8495,0.53305,0.41782,0.92001,0.00701588,0.00701588,0.00701588
187,2481.35,0.63964,0.57689,1.02265,0.94638,0.91328,0.9622,0.85142,0.53637,0.424,0.92375,0.0069873,0.0069873,0.0069873
188,2494.69,0.63808,0.57435,1.0219,0.92852,0.93154,0.96068,0.85339,0.52079,0.41199,0.91617,0.00695864,0.00695864,0.00695864
189,2507.63,0.65306,0.59297,1.02322,0.94435,0.92115,0.96363,0.85828,0.52561,0.40542,0.91772,0.00692991,0.00692991,0.00692991
190,2520.36,0.6463,0.58898,1.0178,0.93441,0.92478,0.96214,0.8532,0.53081,0.41385,0.92203,0.0069011,0.0069011,0.0069011
191,2533.15,0.61202,0.53574,1.00453,0.95081,0.91688,0.96275,0.85558,0.52211,0.42868,0.91964,0.00687222,0.00687222,0.00687222
192,2545.98,0.62487,0.56315,1.01154,0.93241,0.92282,0.95331,0.84907,0.51429,0.4231,0.91146,0.00684326,0.00684326,0.00684326
193,2559.05,0.62271,0.55578,1.01386,0.93332,0.91252,0.95583,0.85024,0.52109,0.42636,0.91814,0.00681424,0.00681424,0.00681424
194,2571.79,0.62062,0.56528,1.00662,0.93933,0.91362,0.96158,0.85725,0.51557,0.40741,0.91091,0.00678514,0.00678514,0.00678514
195,2584.72,0.62967,0.57159,1.00874,0.93731,0.9333,0.95664,0.85841,0.5049,0.39965,0.90192,0.00675598,0.00675598,0.00675598
196,2598.26,0.62506,0.57747,1.00503,0.92669,0.92528,0.95596,0.85761,0.5125,0.41838,0.90205,0.00672675,0.00672675,0.00672675
197,2612,0.64653,0.56292,1.02061,0.95647,0.9078,0.95823,0.85314,0.52469,0.41987,0.90859,0.00669746,0.00669746,0.00669746
198,2625.64,0.61821,0.54355,1.01379,0.95149,0.9143,0.95609,0.85434,0.522,0.41347,0.9104,0.0066681,0.0066681,0.0066681
199,2639.49,0.63567,0.57648,1.01281,0.95181,0.92058,0.95537,0.8555,0.52142,0.41281,0.90922,0.00663867,0.00663867,0.00663867
200,2653.38,0.6164,0.56703,1.00715,0.94035,0.91942,0.95115,0.85432,0.52226,0.42226,0.91135,0.00660918,0.00660918,0.00660918
201,2666.76,0.62535,0.5682,1.01404,0.94091,0.9131,0.95067,0.84694,0.52437,0.42624,0.90903,0.00657963,0.00657963,0.00657963
202,2680.3,0.62149,0.53454,1.01657,0.9383,0.91978,0.94985,0.85023,0.5201,0.43088,0.90838,0.00655002,0.00655002,0.00655002
203,2693.16,0.62172,0.53397,0.99512,0.92593,0.94049,0.95669,0.85449,0.5237,0.40696,0.91314,0.00652036,0.00652036,0.00652036
204,2706.26,0.65091,0.54656,1.02422,0.93693,0.9366,0.96146,0.85647,0.51752,0.40247,0.90849,0.00649063,0.00649063,0.00649063
205,2720,0.62975,0.53612,1.01335,0.9454,0.91661,0.95649,0.85346,0.52236,0.42318,0.91347,0.00646085,0.00646085,0.00646085
206,2733.82,0.61437,0.54003,1.00542,0.9222,0.93778,0.95691,0.8531,0.52074,0.42333,0.91787,0.00643101,0.00643101,0.00643101
207,2747.59,0.63418,0.54228,1.01325,0.93984,0.92809,0.95575,0.8483,0.52853,0.42505,0.92043,0.00640111,0.00640111,0.00640111
208,2761.29,0.63149,0.5576,1.01172,0.95376,0.91895,0.95715,0.85374,0.53207,0.42068,0.92119,0.00637116,0.00637116,0.00637116
209,2774.99,0.62285,0.56431,1.01159,0.95839,0.91777,0.95788,0.85522,0.52609,0.41342,0.9194,0.00634117,0.00634117,0.00634117
210,2788.72,0.63153,0.55175,1.02003,0.9449,0.91099,0.95742,0.85999,0.52101,0.41411,0.91585,0.00631112,0.00631112,0.00631112
211,2801.65,0.59804,0.52237,1.00439,0.94449,0.91462,0.95693,0.85408,0.52049,0.40346,0.91567,0.00628101,0.00628101,0.00628101
212,2814.35,0.64978,0.59479,1.02161,0.94652,0.90894,0.9555,0.85497,0.51959,0.39972,0.91088,0.00625087,0.00625087,0.00625087
213,2827.56,0.60802,0.53422,1.00078,0.94669,0.9154,0.95782,0.85698,0.52756,0.39306,0.91557,0.00622067,0.00622067,0.00622067
214,2840.77,0.63869,0.55293,1.00519,0.95362,0.91549,0.96211,0.86031,0.52317,0.39873,0.9084,0.00619043,0.00619043,0.00619043
215,2854.26,0.60832,0.53039,1.00572,0.94004,0.93118,0.96381,0.85892,0.52177,0.39693,0.90948,0.00616014,0.00616014,0.00616014
216,2867.24,0.60885,0.53193,1.00352,0.93879,0.9276,0.96291,0.85758,0.52063,0.40407,0.90685,0.00612981,0.00612981,0.00612981
217,2880.06,0.63433,0.53231,1.01327,0.94352,0.92056,0.96132,0.85522,0.51367,0.40128,0.89903,0.00609944,0.00609944,0.00609944
218,2893.02,0.63294,0.53423,1.0109,0.92589,0.92242,0.95919,0.8549,0.51856,0.40134,0.90408,0.00606902,0.00606902,0.00606902
219,2906.13,0.6178,0.52394,1.01027,0.93237,0.92629,0.95999,0.8546,0.51591,0.40262,0.90197,0.00603856,0.00603856,0.00603856
220,2918.94,0.62543,0.55019,1.02021,0.93317,0.92962,0.96008,0.85898,0.51458,0.39993,0.90284,0.00600807,0.00600807,0.00600807
221,2932.54,0.63544,0.56421,1.01251,0.93182,0.93513,0.96214,0.86187,0.51912,0.4044,0.90261,0.00597754,0.00597754,0.00597754
222,2945.91,0.59255,0.52521,0.99177,0.95247,0.92367,0.96552,0.86137,0.5217,0.39368,0.90334,0.00594697,0.00594697,0.00594697
223,2958.62,0.60254,0.53451,1.00368,0.95835,0.92516,0.96466,0.85831,0.51701,0.389,0.90326,0.00591636,0.00591636,0.00591636
224,2971.24,0.60946,0.53065,0.99324,0.94422,0.91972,0.96244,0.86156,0.50741,0.38557,0.8979,0.00588573,0.00588573,0.00588573
225,2984.15,0.6303,0.54615,1.02661,0.956,0.91949,0.96279,0.86488,0.50427,0.38394,0.89465,0.00585505,0.00585505,0.00585505
226,2997.27,0.63367,0.55683,1.01787,0.94417,0.93265,0.96301,0.86069,0.50796,0.38684,0.89836,0.00582435,0.00582435,0.00582435
227,3010.26,0.63287,0.54156,1.01788,0.9471,0.92996,0.96453,0.85968,0.51048,0.39087,0.90382,0.00579362,0.00579362,0.00579362
228,3023.33,0.6078,0.53945,0.99724,0.95161,0.9234,0.96493,0.85802,0.52034,0.4029,0.90943,0.00576285,0.00576285,0.00576285
229,3036.91,0.58745,0.52612,1.00024,0.9591,0.92008,0.96325,0.85853,0.51813,0.39532,0.91094,0.00573206,0.00573206,0.00573206
230,3049.99,0.62161,0.55048,1.01875,0.95702,0.924,0.95928,0.85854,0.51049,0.389,0.9015,0.00570124,0.00570124,0.00570124
231,3063.03,0.61288,0.53734,1.0177,0.95977,0.92446,0.95948,0.85968,0.51674,0.38654,0.90613,0.0056704,0.0056704,0.0056704
232,3075.65,0.59773,0.51981,1.00537,0.9472,0.92127,0.96036,0.85945,0.51338,0.39304,0.90261,0.00563953,0.00563953,0.00563953
233,3088.77,0.6163,0.51303,1.00853,0.94543,0.91861,0.95922,0.85406,0.51621,0.4059,0.90644,0.00560864,0.00560864,0.00560864
234,3101.95,0.58775,0.50061,0.99699,0.95662,0.91717,0.96159,0.85486,0.52263,0.3933,0.91225,0.00557773,0.00557773,0.00557773
235,3114.9,0.60657,0.51429,1.00129,0.95766,0.91644,0.96085,0.8554,0.52662,0.39335,0.91889,0.00554679,0.00554679,0.00554679
236,3128.01,0.61613,0.51553,1.00324,0.94821,0.92572,0.96369,0.85329,0.53038,0.39439,0.91752,0.00551584,0.00551584,0.00551584
237,3140.88,0.61908,0.51985,1.00593,0.9521,0.92831,0.96438,0.85636,0.53165,0.391,0.92035,0.00548486,0.00548486,0.00548486
238,3153.81,0.59225,0.5037,0.99351,0.9495,0.92934,0.96285,0.85684,0.53026,0.38993,0.91651,0.00545387,0.00545387,0.00545387
239,3166.55,0.59224,0.52064,0.9938,0.94919,0.93509,0.96676,0.86029,0.52488,0.38385,0.91363,0.00542287,0.00542287,0.00542287
240,3179.11,0.62543,0.54576,1.01469,0.93748,0.93491,0.96385,0.85653,0.52618,0.38859,0.91781,0.00539185,0.00539185,0.00539185
241,3192.63,0.58377,0.49435,0.98967,0.94908,0.91784,0.96033,0.85668,0.52124,0.39127,0.91561,0.00536081,0.00536081,0.00536081
242,3206.39,0.61734,0.51808,1.00302,0.94181,0.91905,0.95917,0.85441,0.52084,0.4,0.91197,0.00532977,0.00532977,0.00532977
243,3219.81,0.60551,0.52329,1.00591,0.95149,0.92358,0.96389,0.8586,0.52412,0.39176,0.91146,0.00529871,0.00529871,0.00529871
244,3232.78,0.60414,0.53659,1.00523,0.9494,0.92634,0.9645,0.85909,0.51733,0.39042,0.90957,0.00526764,0.00526764,0.00526764
245,3245.67,0.61463,0.52088,1.01215,0.95457,0.92761,0.96453,0.86415,0.51417,0.38337,0.90935,0.00523657,0.00523657,0.00523657
246,3258.75,0.61128,0.53378,0.99819,0.94309,0.94302,0.96712,0.86602,0.5039,0.37527,0.89913,0.00520548,0.00520548,0.00520548
247,3271.23,0.61157,0.50789,0.99953,0.95748,0.93721,0.9694,0.8669,0.51099,0.37526,0.90335,0.00517439,0.00517439,0.00517439
248,3284.16,0.57159,0.48791,0.99122,0.95293,0.93565,0.96872,0.86939,0.50411,0.37717,0.8996,0.0051433,0.0051433,0.0051433
249,3297.26,0.60923,0.51918,0.99441,0.95554,0.92642,0.96389,0.86622,0.50302,0.38042,0.89873,0.0051122,0.0051122,0.0051122
250,3310.41,0.63039,0.55688,1.01716,0.96113,0.92864,0.96461,0.86526,0.50725,0.37444,0.90047,0.0050811,0.0050811,0.0050811
251,3323.22,0.60243,0.49953,0.99241,0.95072,0.93279,0.96527,0.86285,0.5113,0.37082,0.90451,0.00505,0.00505,0.00505
252,3335.85,0.5913,0.51958,1.00482,0.9449,0.93281,0.96424,0.86461,0.50446,0.37097,0.90014,0.0050189,0.0050189,0.0050189
253,3349.1,0.62422,0.51073,1.00237,0.95532,0.92636,0.96446,0.86686,0.50372,0.37676,0.89781,0.0049878,0.0049878,0.0049878
254,3362.27,0.57156,0.49766,0.9901,0.94292,0.93573,0.96542,0.86541,0.51083,0.37695,0.8987,0.0049567,0.0049567,0.0049567
255,3375.42,0.61421,0.52129,1.00019,0.94931,0.93185,0.96298,0.86119,0.51276,0.38368,0.89785,0.00492561,0.00492561,0.00492561
256,3388.67,0.609,0.49732,1.01811,0.94967,0.93179,0.96468,0.86452,0.51207,0.37979,0.89897,0.00489452,0.00489452,0.00489452
257,3401.93,0.56587,0.50074,0.98238,0.95124,0.9247,0.96585,0.86779,0.51023,0.37577,0.90003,0.00486343,0.00486343,0.00486343
258,3415.49,0.58793,0.48384,0.99733,0.94689,0.93314,0.96747,0.87105,0.51059,0.37025,0.90077,0.00483236,0.00483236,0.00483236
259,3429.13,0.60003,0.49579,0.98918,0.94376,0.94094,0.96344,0.86998,0.5093,0.37968,0.90118,0.00480129,0.00480129,0.00480129
260,3442.44,0.55896,0.47437,0.97979,0.94988,0.93122,0.96359,0.86827,0.51195,0.3769,0.90423,0.00477023,0.00477023,0.00477023
261,3455.74,0.56829,0.47405,0.99451,0.95362,0.93018,0.96364,0.86835,0.51253,0.37651,0.90458,0.00473919,0.00473919,0.00473919
262,3468.92,0.57988,0.49656,1.00491,0.93582,0.94173,0.96298,0.869,0.51104,0.37481,0.90595,0.00470815,0.00470815,0.00470815
263,3481.94,0.58374,0.49214,0.98632,0.95176,0.93016,0.96318,0.86747,0.50795,0.37456,0.90268,0.00467713,0.00467713,0.00467713
264,3495.24,0.58529,0.51137,0.98729,0.93984,0.93855,0.9624,0.86603,0.50747,0.37979,0.90246,0.00464613,0.00464613,0.00464613
265,3508.67,0.59936,0.47525,1.0044,0.93608,0.93677,0.96099,0.86607,0.51036,0.37466,0.90315,0.00461514,0.00461514,0.00461514
266,3521.92,0.5642,0.49133,0.98054,0.92947,0.93955,0.96263,0.86273,0.51652,0.37173,0.90424,0.00458416,0.00458416,0.00458416
267,3534.86,0.58259,0.49168,0.98081,0.94473,0.93116,0.96198,0.86549,0.51684,0.3693,0.90546,0.00455321,0.00455321,0.00455321
268,3547.9,0.57981,0.48741,1.00056,0.94182,0.9309,0.96289,0.86131,0.51861,0.3733,0.90964,0.00452227,0.00452227,0.00452227
269,3560.89,0.58268,0.49961,0.98323,0.95006,0.93482,0.96291,0.86619,0.51598,0.36949,0.90909,0.00449136,0.00449136,0.00449136
270,3573.92,0.59212,0.49963,0.99104,0.94025,0.94014,0.96373,0.86644,0.5109,0.37531,0.90726,0.00446047,0.00446047,0.00446047
271,3586.81,0.60459,0.51097,0.99208,0.95359,0.93377,0.96377,0.868,0.51217,0.37511,0.90688,0.0044296,0.0044296,0.0044296
272,3599.9,0.60209,0.48517,1.00054,0.94908,0.92924,0.96567,0.86502,0.51333,0.37268,0.90702,0.00439876,0.00439876,0.00439876
273,3613.14,0.5852,0.49087,1.00235,0.93928,0.9423,0.96683,0.86739,0.51199,0.37098,0.9066,0.00436794,0.00436794,0.00436794
274,3626.32,0.58909,0.47951,0.99506,0.95381,0.92604,0.9661,0.86618,0.51285,0.36728,0.90811,0.00433715,0.00433715,0.00433715
275,3639.68,0.60027,0.5088,0.99935,0.9397,0.94879,0.96717,0.86812,0.51305,0.36572,0.90969,0.00430638,0.00430638,0.00430638
276,3652.44,0.56534,0.44686,0.99223,0.93974,0.94685,0.9669,0.86618,0.51101,0.37069,0.90763,0.00427565,0.00427565,0.00427565
277,3665.74,0.59,0.50732,0.99285,0.93868,0.94373,0.96656,0.86555,0.50931,0.3748,0.90569,0.00424495,0.00424495,0.00424495
278,3678.55,0.56847,0.47298,0.99408,0.93031,0.92796,0.96395,0.86529,0.50825,0.38314,0.90349,0.00421427,0.00421427,0.00421427
279,3691.08,0.58538,0.48173,0.98975,0.9386,0.91389,0.96292,0.86557,0.50649,0.3963,0.90515,0.00418364,0.00418364,0.00418364
280,3703.7,0.55148,0.47178,0.97708,0.91876,0.93325,0.96278,0.86578,0.50326,0.39345,0.90298,0.00415303,0.00415303,0.00415303
281,3717.02,0.56753,0.48388,0.98645,0.93897,0.9357,0.9646,0.86718,0.50417,0.38227,0.90049,0.00412246,0.00412246,0.00412246
282,3729.86,0.59795,0.48766,0.99742,0.94019,0.93644,0.96247,0.86875,0.50589,0.37879,0.90163,0.00409193,0.00409193,0.00409193
283,3743.57,0.58254,0.49959,0.99057,0.94635,0.93793,0.96371,0.86902,0.50406,0.38069,0.89917,0.00406144,0.00406144,0.00406144
284,3757.19,0.56586,0.49816,0.99428,0.94392,0.93913,0.96374,0.86638,0.50637,0.38178,0.90058,0.00403098,0.00403098,0.00403098
285,3770.64,0.56757,0.46346,0.99496,0.94619,0.92551,0.96318,0.8664,0.514,0.3863,0.90672,0.00400056,0.00400056,0.00400056
286,3783.89,0.58778,0.47241,0.99033,0.93236,0.94075,0.96277,0.86691,0.51504,0.38685,0.90741,0.00397019,0.00397019,0.00397019
287,3797.02,0.56973,0.48103,0.99293,0.93915,0.94092,0.9642,0.86478,0.51433,0.38427,0.90727,0.00393986,0.00393986,0.00393986
288,3809.89,0.56754,0.4776,0.98633,0.9444,0.94342,0.96621,0.86698,0.51298,0.3823,0.90643,0.00390957,0.00390957,0.00390957
289,3822.53,0.56422,0.46253,0.98882,0.95498,0.93451,0.96664,0.86561,0.51366,0.37693,0.90576,0.00387933,0.00387933,0.00387933
290,3836.13,0.55855,0.46881,0.98452,0.95107,0.93983,0.96741,0.86942,0.51211,0.371,0.9051,0.00384913,0.00384913,0.00384913
291,3849.33,0.55764,0.44541,0.97479,0.95869,0.92766,0.96611,0.86914,0.51216,0.37139,0.90581,0.00381899,0.00381899,0.00381899
292,3862.28,0.54899,0.44685,0.96818,0.94251,0.93775,0.96535,0.86841,0.51151,0.37282,0.90442,0.00378888,0.00378888,0.00378888
293,3875.11,0.57072,0.47027,0.99268,0.94888,0.93547,0.96657,0.86968,0.51054,0.37068,0.90447,0.00375883,0.00375883,0.00375883
294,3888.25,0.57614,0.47465,0.99101,0.95736,0.92656,0.96592,0.86679,0.50958,0.37299,0.90439,0.00372884,0.00372884,0.00372884
295,3901.12,0.5521,0.45583,0.968,0.94305,0.93624,0.9654,0.86972,0.51097,0.37393,0.90355,0.00369889,0.00369889,0.00369889
296,3913.93,0.55883,0.46286,0.98573,0.94346,0.94136,0.96642,0.8713,0.51046,0.37215,0.90302,0.00366899,0.00366899,0.00366899
297,3927.09,0.56192,0.46718,0.97553,0.93869,0.94051,0.96359,0.86518,0.51417,0.38064,0.90552,0.00363915,0.00363915,0.00363915
298,3940.04,0.5513,0.45568,0.98168,0.94137,0.93821,0.96365,0.86432,0.51795,0.38112,0.90889,0.00360937,0.00360937,0.00360937
299,3953.15,0.56681,0.4526,0.98124,0.94336,0.92987,0.96393,0.86428,0.51714,0.38365,0.90785,0.00357964,0.00357964,0.00357964
300,3966.28,0.57764,0.45849,0.9835,0.9461,0.92605,0.96352,0.8647,0.51558,0.38562,0.90546,0.00354998,0.00354998,0.00354998
301,3979.25,0.58602,0.4659,1.00042,0.94238,0.93461,0.96481,0.86667,0.51521,0.38568,0.906,0.00352037,0.00352037,0.00352037
302,3991.7,0.55568,0.46471,0.98848,0.94385,0.93162,0.9648,0.86736,0.51577,0.38649,0.90715,0.00349082,0.00349082,0.00349082
303,4004.24,0.5542,0.45124,0.98576,0.94362,0.92462,0.96304,0.8667,0.51401,0.38659,0.90653,0.00346133,0.00346133,0.00346133
304,4016.76,0.57039,0.45558,0.97536,0.94225,0.92076,0.96161,0.86777,0.5105,0.38678,0.9052,0.0034319,0.0034319,0.0034319
305,4029.26,0.57732,0.47374,0.99945,0.9416,0.9213,0.96097,0.86967,0.50782,0.38339,0.90617,0.00340254,0.00340254,0.00340254
306,4041.77,0.56677,0.45279,0.96689,0.94129,0.92222,0.9643,0.86975,0.50474,0.37969,0.90528,0.00337325,0.00337325,0.00337325
307,4054.51,0.56135,0.45991,0.96927,0.93961,0.92659,0.96335,0.87079,0.50555,0.37515,0.90505,0.00334402,0.00334402,0.00334402
308,4067.38,0.569,0.45239,0.98203,0.93553,0.93217,0.96362,0.87023,0.50248,0.36971,0.90308,0.00331486,0.00331486,0.00331486
309,4080.21,0.53847,0.42837,0.97428,0.93707,0.93266,0.96416,0.87268,0.50058,0.3704,0.90176,0.00328576,0.00328576,0.00328576
310,4092.64,0.56585,0.46007,0.9752,0.94794,0.92772,0.96509,0.8712,0.50308,0.36583,0.90194,0.00325674,0.00325674,0.00325674
311,4104.8,0.55864,0.45986,0.98163,0.9483,0.93177,0.96474,0.87069,0.50268,0.36465,0.90086,0.00322778,0.00322778,0.00322778
312,4117.48,0.54684,0.46279,0.98292,0.94167,0.93546,0.96381,0.8709,0.50353,0.36151,0.9003,0.0031989,0.0031989,0.0031989
313,4130.17,0.55985,0.42613,0.9875,0.94063,0.93902,0.96471,0.87059,0.50194,0.36177,0.89933,0.00317009,0.00317009,0.00317009
314,4142.73,0.54549,0.439,0.97407,0.94226,0.93949,0.96596,0.87056,0.49991,0.3623,0.89887,0.00314136,0.00314136,0.00314136
315,4156.05,0.53852,0.44264,0.96751,0.94437,0.93903,0.96772,0.87029,0.49807,0.36205,0.89845,0.0031127,0.0031127,0.0031127
316,4169.24,0.57921,0.46733,0.99093,0.94247,0.93737,0.96802,0.87133,0.4984,0.36015,0.89798,0.00308412,0.00308412,0.00308412
317,4182.48,0.55706,0.45007,0.9856,0.94056,0.93882,0.96792,0.86906,0.49857,0.35901,0.89642,0.00305561,0.00305561,0.00305561
318,4194.96,0.54489,0.45635,0.97768,0.94359,0.94211,0.97027,0.8703,0.49803,0.35473,0.89551,0.00302719,0.00302719,0.00302719
319,4207.77,0.53771,0.42183,0.96919,0.94579,0.94099,0.96989,0.8706,0.49886,0.35506,0.89647,0.00299884,0.00299884,0.00299884
320,4221.35,0.55124,0.44721,0.98446,0.95435,0.9286,0.96885,0.87023,0.49943,0.35616,0.89778,0.00297058,0.00297058,0.00297058
321,4234.98,0.53706,0.43438,0.96811,0.95409,0.9315,0.9681,0.86803,0.49937,0.35472,0.89833,0.00294239,0.00294239,0.00294239
322,4249.05,0.54866,0.44086,0.9701,0.95361,0.93391,0.96907,0.86867,0.50051,0.3561,0.89999,0.00291429,0.00291429,0.00291429
323,4262.65,0.54409,0.44611,0.97767,0.95588,0.93447,0.96825,0.87032,0.50166,0.35612,0.90102,0.00288628,0.00288628,0.00288628
324,4276.15,0.55852,0.45771,0.99081,0.95494,0.93632,0.96674,0.8692,0.50464,0.35752,0.90288,0.00285835,0.00285835,0.00285835
325,4289.68,0.55018,0.44686,0.9744,0.95422,0.9368,0.96733,0.86756,0.50445,0.35871,0.90208,0.0028305,0.0028305,0.0028305
326,4303.45,0.5147,0.41189,0.95608,0.95348,0.93848,0.96764,0.86764,0.50504,0.35733,0.90194,0.00280275,0.00280275,0.00280275
327,4318.17,0.53676,0.42897,0.96518,0.95248,0.93862,0.96782,0.8705,0.50556,0.35692,0.90241,0.00277508,0.00277508,0.00277508
328,4331.93,0.54155,0.42678,0.95513,0.94582,0.94404,0.96946,0.87127,0.50593,0.35795,0.90242,0.0027475,0.0027475,0.0027475
329,4345.32,0.53986,0.42761,0.97002,0.94849,0.94425,0.96971,0.87163,0.50592,0.35776,0.90249,0.00272002,0.00272002,0.00272002
330,4359.04,0.51963,0.4235,0.97368,0.95176,0.94341,0.96941,0.87156,0.50664,0.35946,0.90268,0.00269262,0.00269262,0.00269262
331,4371.84,0.54586,0.42171,0.971,0.94872,0.9388,0.96879,0.87124,0.50751,0.36207,0.90342,0.00266532,0.00266532,0.00266532
332,4385.11,0.53193,0.42346,0.98144,0.95332,0.93401,0.96889,0.87172,0.50712,0.36244,0.90358,0.00263811,0.00263811,0.00263811
333,4398,0.54568,0.42343,0.97307,0.96054,0.92852,0.96928,0.87239,0.50657,0.36105,0.90325,0.002611,0.002611,0.002611
334,4410.56,0.53792,0.43281,0.97305,0.96078,0.93005,0.96923,0.87116,0.50681,0.35964,0.90246,0.00258398,0.00258398,0.00258398
335,4423.1,0.51973,0.41128,0.96212,0.96049,0.92791,0.9697,0.87235,0.50704,0.36087,0.90126,0.00255707,0.00255707,0.00255707
336,4436.44,0.55573,0.44736,0.97891,0.95851,0.93084,0.96934,0.87147,0.50705,0.35923,0.90091,0.00253024,0.00253024,0.00253024
337,4449.5,0.52015,0.43007,0.96612,0.95002,0.9391,0.96954,0.87373,0.50731,0.36059,0.9007,0.00250352,0.00250352,0.00250352
338,4462.47,0.52521,0.42012,0.96856,0.94878,0.9376,0.96902,0.87377,0.50716,0.35789,0.90125,0.0024769,0.0024769,0.0024769
339,4475.66,0.52849,0.41379,0.96676,0.95334,0.92875,0.96852,0.87197,0.50803,0.3587,0.90216,0.00245039,0.00245039,0.00245039
340,4488.32,0.50896,0.41311,0.94941,0.95587,0.92774,0.96886,0.87192,0.50713,0.35907,0.90113,0.00242397,0.00242397,0.00242397
341,4501.77,0.51054,0.39731,0.95913,0.95578,0.92741,0.96918,0.8717,0.50568,0.36017,0.90082,0.00239766,0.00239766,0.00239766
342,4515.07,0.53429,0.41379,0.97238,0.95573,0.93182,0.96935,0.87285,0.50437,0.3597,0.89968,0.00237145,0.00237145,0.00237145
343,4528.56,0.52979,0.41287,0.97282,0.96082,0.92754,0.96941,0.87489,0.504,0.35863,0.89939,0.00234535,0.00234535,0.00234535
344,4541.93,0.52437,0.41512,0.95804,0.96246,0.92437,0.96937,0.87424,0.50398,0.35709,0.89932,0.00231935,0.00231935,0.00231935
345,4555.48,0.51383,0.40183,0.96143,0.96489,0.92635,0.96994,0.87519,0.50494,0.35666,0.89911,0.00229347,0.00229347,0.00229347
346,4568.91,0.53745,0.42633,0.96413,0.9622,0.92488,0.96973,0.87425,0.5065,0.35552,0.90012,0.00226769,0.00226769,0.00226769
347,4582.76,0.51895,0.40153,0.96221,0.96149,0.92639,0.9698,0.87534,0.5071,0.35835,0.90058,0.00224202,0.00224202,0.00224202
348,4596.54,0.52886,0.41486,0.95999,0.94562,0.94257,0.96983,0.87416,0.50668,0.3571,0.90033,0.00221646,0.00221646,0.00221646
349,4610.09,0.51817,0.41259,0.97609,0.95399,0.93313,0.97012,0.87447,0.5061,0.35496,0.90028,0.00219102,0.00219102,0.00219102
350,4624.27,0.53843,0.41213,0.97525,0.94639,0.94262,0.97013,0.87444,0.50437,0.35371,0.89943,0.00216568,0.00216568,0.00216568
351,4638.46,0.52171,0.41889,0.9631,0.94823,0.9455,0.97043,0.87502,0.50463,0.35299,0.90045,0.00214046,0.00214046,0.00214046
352,4651.87,0.52413,0.39759,0.9556,0.94764,0.94326,0.97006,0.87497,0.50483,0.35253,0.90088,0.00211536,0.00211536,0.00211536
353,4665.08,0.53324,0.41247,0.9707,0.94627,0.94465,0.97029,0.87479,0.5044,0.35309,0.90154,0.00209037,0.00209037,0.00209037
354,4677.57,0.53369,0.40909,0.97601,0.94959,0.94246,0.96935,0.87498,0.50442,0.35319,0.90204,0.0020655,0.0020655,0.0020655
355,4690.35,0.51804,0.4065,0.95768,0.94334,0.94713,0.97072,0.87519,0.50456,0.3539,0.901,0.00204075,0.00204075,0.00204075
356,4703.6,0.51977,0.40972,0.96218,0.94412,0.94498,0.97054,0.87615,0.50453,0.35393,0.90031,0.00201611,0.00201611,0.00201611
357,4717.25,0.52645,0.41749,0.97,0.94678,0.94461,0.97057,0.87521,0.50327,0.3541,0.89926,0.00199159,0.00199159,0.00199159
358,4730.86,0.52764,0.42331,0.96923,0.94656,0.94486,0.97031,0.87501,0.504,0.35288,0.89963,0.0019672,0.0019672,0.0019672
359,4743.49,0.53768,0.41638,0.96317,0.9463,0.94233,0.97039,0.87461,0.50372,0.35387,0.89986,0.00194293,0.00194293,0.00194293
360,4756.41,0.519,0.41529,0.95846,0.95041,0.93904,0.96946,0.87371,0.50469,0.35361,0.90025,0.00191878,0.00191878,0.00191878
361,4769.29,0.52822,0.4007,0.96316,0.95653,0.93128,0.96934,0.87273,0.50494,0.35401,0.90018,0.00189475,0.00189475,0.00189475
362,4782.54,0.51393,0.42086,0.95813,0.95497,0.93247,0.96933,0.87327,0.50461,0.35304,0.89974,0.00187085,0.00187085,0.00187085
363,4795.53,0.51401,0.40271,0.97069,0.95994,0.93016,0.96996,0.87426,0.505,0.35198,0.89987,0.00184707,0.00184707,0.00184707
364,4808.34,0.54905,0.40868,0.98121,0.95852,0.92545,0.96975,0.8731,0.50451,0.35469,0.89929,0.00182342,0.00182342,0.00182342
365,4821.23,0.52035,0.41502,0.95324,0.96293,0.9253,0.96909,0.873,0.50335,0.35572,0.89844,0.0017999,0.0017999,0.0017999
